1
,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
0,31620.0,1700.0,360,400,40,0.0,1
1,32240.0,1740.0,380,440,0,0.0,2
2,33200.0,1740.0,400,260,20,0.0,3
3,33400.0,2060.0,420,460,0,0.0,4
4,32720.0,1760.0,360,280,20,0.0,5
5,33440.0,1760.0,380,220,40,0.0,6
6,31240.0,1660.0,320,300,40,0.0,7
7,32080.0,1660.0,420,340,20,0.0,8
8,34720.0,2000.0,360,220,20,0.0,9
9,34560.0,1880.0,420,300,0,0.0,10
10,34280.0,1780.0,440,340,20,0.0,11
11,34180.0,1740.0,580,540,0,20.0,12
12,34120.0,1540.0,500,300,0,0.0,13
13,33960.0,2100.0,420,520,20,0.0,14
14,36800.0,1700.0,320,380,0,0.0,15
15,35840.0,1880.0,500,320,20,20.0,16
16,,,280,460,40,0.0,17
17,,,360,360,0,0.0,18
18,,,320,360,20,0.0,19
19,,,340,500,40,0.0,20
20,34700.0,2000.0,580,460,20,0.0,21
21,34660.0,2220.0,500,360,0,0.0,22
22,30480.0,2020.0,440,500,0,0.0,23
23,35960.0,1920.0,440,340,0,0.0,24
24,30780.0,1720.0,420,280,0,0.0,25
25,30980.0,1360.0,380,440,60,0.0,26
26,29860.0,1740.0,280,280,20,0.0,27
27,28340.0,1560.0,200,440,0,0.0,28
28,27180.0,1300.0,360,220,0,0.0,29
29,28780.0,1520.0,460,320,0,0.0,30
30,27140.0,1620.0,440,360,20,0.0,31
31,28760.0,1480.0,320,340,0,0.0,32
32,27820.0,1540.0,320,480,0,0.0,33
33,27380.0,1260.0,340,320,40,0.0,34
34,28180.0,1580.0,440,280,40,,35
35,28360.0,1700.0,320,320,0,0.0,36
36,28640.0,1940.0,280,460,20,0.0,37
37,29240.0,1340.0,300,460,0,0.0,38
38,28080.0,1440.0,440,400,40,0.0,39
39,28860.0,1440.0,460,280,20,0.0,40
40,29600.0,1480.0,220,280,20,0.0,41
41,27540.0,1440.0,300,300,0,0.0,42
42,28000.0,1700.0,440,240,20,0.0,43
43,28920.0,1880.0,320,300,20,0.0,44
44,29200.0,1560.0,460,320,0,0.0,45
45,28060.0,1540.0,420,420,20,0.0,46
46,29880.0,1400.0,340,360,20,0.0,47
47,29640.0,1520.0,340,280,20,0.0,48
48,29160.0,1300.0,240,380,20,0.0,49
49,29500.0,1320.0,360,220,0,0.0,50
50,28300.0,1660.0,260,240,20,0.0,51
51,27860.0,1420.0,460,320,0,0.0,52
52,29420.0,1420.0,340,400,20,0.0,53
53,28580.0,1380.0,460,420,20,0.0,54
54,27560.0,1400.0,400,340,0,0.0,55
55,28240.0,1760.0,380,440,20,0.0,56
56,29780.0,1800.0,280,440,20,0.0,57
57,29340.0,2020.0,500,340,0,0.0,58
58,30200.0,1820.0,460,400,20,0.0,59
59,29920.0,1660.0,380,520,0,0.0,60
60,29740.0,1480.0,420,320,0,0.0,61
61,28600.0,1760.0,340,260,0,20.0,62
62,29040.0,1440.0,280,340,0,0.0,63
63,29180.0,1420.0,440,320,20,0.0,64
64,29420.0,1520.0,280,400,40,0.0,65
65,29540.0,1720.0,400,440,0,20.0,66
66,29580.0,1860.0,360,300,0,0.0,67
67,28280.0,1800.0,460,360,0,0.0,68
68,30280.0,1980.0,360,440,40,0.0,69
69,29360.0,1360.0,420,200,0,0.0,70
70,28880.0,1640.0,340,360,0,0.0,71
71,27620.0,1640.0,420,340,40,0.0,72
72,29160.0,1860.0,360,380,20,0.0,73
73,28740.0,1900.0,360,340,20,0.0,74
74,29180.0,1780.0,440,400,0,0.0,75
75,28720.0,1800.0,340,340,20,0.0,76
76,29980.0,1600.0,400,380,20,0.0,77
77,30600.0,1660.0,460,420,40,20.0,78
78,30020.0,1680.0,460,300,0,0.0,79
79,30840.0,1800.0,420,500,40,0.0,80
80,30600.0,2100.0,280,520,40,0.0,81
81,31640.0,1800.0,600,340,20,0.0,82
82,30240.0,1680.0,500,340,0,0.0,83
83,28980.0,1340.0,560,280,40,0.0,84
84,29860.0,1300.0,360,180,20,0.0,85
85,28880.0,1560.0,180,240,20,0.0,86
86,28180.0,1560.0,460,200,0,0.0,87
87,28680.0,1420.0,480,420,0,0.0,88
88,28280.0,1400.0,340,280,0,0.0,89
89,28500.0,1540.0,340,400,0,20.0,90
90,26500.0,1800.0,460,240,20,0.0,91
91,27440.0,1380.0,460,300,0,0.0,92
92,28680.0,1540.0,460,420,20,0.0,93
93,28080.0,1520.0,520,380,40,0.0,94
mean, 30028.666666666668, 1650.2222222222222, 390.63829787234044, 354.0425531914894, 15.106382978723405, 1.2903225806451613, 47.5
max, 36800.0,2220.0,600.0,540.0,60.0,20.0,94.0
min, 26500.0,1260.0,180.0,180.0,0.0,0.0,1.0
std, 2300.4739130707617,218.74503026279055,83.30289995646986,83.51574636070318,15.432452947628986,4.940033104010914,27.279418371121235
median, 29350.0,1660.0,390.0,340.0,20.0,0.0,47.5
2
,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
94,27520.0,1480.0,560.0,460.0,40.0,0.0,1
95,27900.0,1440.0,420.0,320.0,0.0,0.0,2
96,28780.0,1540.0,480.0,360.0,20.0,0.0,3
97,28860.0,1840.0,440.0,380.0,20.0,0.0,4
98,29400.0,1640.0,360.0,360.0,20.0,0.0,5
99,27720.0,1460.0,480.0,420.0,0.0,0.0,6
100,29080.0,1480.0,340.0,440.0,0.0,0.0,7
101,28620.0,1560.0,380.0,240.0,20.0,20.0,8
102,28200.0,1620.0,500.0,400.0,0.0,20.0,9
103,28520.0,1920.0,300.0,420.0,40.0,0.0,10
104,26360.0,2020.0,340.0,660.0,0.0,0.0,11
105,27200.0,1720.0,360.0,360.0,20.0,0.0,12
106,28400.0,1620.0,480.0,660.0,40.0,40.0,13
107,28240.0,1680.0,420.0,360.0,20.0,0.0,14
108,28180.0,1600.0,500.0,280.0,40.0,0.0,15
109,28020.0,1780.0,600.0,340.0,0.0,0.0,16
110,28260.0,1080.0,460.0,160.0,0.0,0.0,17
111,28120.0,1900.0,340.0,280.0,20.0,0.0,18
112,29280.0,1400.0,360.0,280.0,0.0,0.0,19
113,30000.0,1500.0,360.0,300.0,0.0,0.0,20
114,29460.0,1380.0,440.0,380.0,0.0,0.0,21
115,29360.0,1460.0,340.0,520.0,40.0,0.0,22
116,28860.0,1560.0,520.0,240.0,40.0,0.0,23
117,28560.0,1860.0,480.0,460.0,20.0,0.0,24
118,28440.0,1620.0,420.0,520.0,0.0,0.0,25
119,28500.0,1760.0,340.0,320.0,0.0,0.0,26
120,29140.0,1660.0,420.0,240.0,0.0,0.0,27
121,28740.0,1900.0,440.0,600.0,40.0,40.0,28
122,29320.0,1540.0,560.0,260.0,0.0,0.0,29
123,29600.0,1900.0,300.0,380.0,40.0,0.0,30
124,29660.0,1800.0,420.0,320.0,20.0,0.0,31
125,28760.0,1760.0,500.0,320.0,20.0,0.0,32
126,29380.0,1660.0,500.0,600.0,40.0,40.0,33
127,29000.0,1540.0,340.0,380.0,0.0,0.0,34
128,29040.0,1460.0,320.0,360.0,20.0,0.0,35
129,29000.0,1740.0,480.0,420.0,0.0,20.0,36
130,28340.0,1520.0,520.0,220.0,0.0,0.0,37
131,29500.0,1940.0,420.0,440.0,20.0,0.0,38
132,30040.0,1640.0,520.0,320.0,80.0,0.0,39
133,31060.0,1720.0,340.0,440.0,20.0,20.0,40
134,29040.0,1540.0,400.0,460.0,20.0,0.0,41
135,27520.0,1480.0,280.0,240.0,0.0,0.0,42
136,27760.0,1840.0,600.0,540.0,20.0,0.0,43
137,30260.0,1540.0,520.0,300.0,20.0,0.0,44
138,29000.0,1880.0,360.0,580.0,20.0,0.0,45
139,30620.0,2040.0,600.0,520.0,20.0,0.0,46
140,29300.0,2040.0,360.0,460.0,20.0,0.0,47
141,29260.0,1660.0,500.0,580.0,20.0,0.0,48
142,29240.0,1920.0,320.0,400.0,20.0,20.0,49
143,27280.0,1520.0,480.0,300.0,20.0,40.0,50
144,29880.0,1880.0,360.0,460.0,0.0,0.0,51
145,29240.0,1700.0,440.0,380.0,20.0,0.0,52
146,28460.0,1580.0,420.0,520.0,20.0,0.0,53
147,31180.0,4160.0,1260.0,1240.0,,20.0,54
148,,,,,,,55
149,,,,,,0.0,56
150,,,,,100.0,40.0,57
151,33540.0,4100.0,900.0,1240.0,100.0,,58
152,30920.0,3300.0,780.0,700.0,20.0,0.0,59
153,30700.0,2160.0,480.0,600.0,0.0,0.0,60
154,31380.0,2260.0,560.0,520.0,60.0,0.0,61
155,29020.0,1840.0,320.0,500.0,20.0,40.0,62
156,29660.0,2120.0,540.0,440.0,20.0,0.0,63
157,29620.0,1760.0,500.0,420.0,0.0,0.0,64
158,28000.0,1780.0,700.0,440.0,20.0,0.0,65
159,28940.0,1960.0,560.0,400.0,40.0,0.0,66
160,29980.0,1880.0,420.0,460.0,0.0,0.0,67
161,29440.0,1380.0,460.0,420.0,20.0,0.0,68
162,31320.0,1920.0,420.0,620.0,20.0,0.0,69
163,30980.0,1700.0,480.0,540.0,60.0,0.0,70
164,30220.0,1900.0,680.0,540.0,40.0,0.0,71
165,33500.0,2080.0,480.0,400.0,0.0,0.0,72
166,30480.0,2340.0,560.0,340.0,20.0,0.0,73
167,30620.0,1920.0,660.0,440.0,0.0,0.0,74
168,28860.0,2000.0,400.0,560.0,20.0,20.0,75
169,32540.0,2460.0,620.0,600.0,60.0,40.0,76
170,28800.0,1740.0,400.0,520.0,20.0,20.0,77
171,30240.0,2080.0,340.0,620.0,40.0,0.0,78
172,29240.0,2180.0,360.0,580.0,60.0,20.0,79
173,29600.0,2280.0,540.0,460.0,40.0,20.0,80
174,28540.0,1800.0,480.0,580.0,40.0,0.0,81
175,30020.0,2140.0,340.0,560.0,20.0,0.0,82
176,28900.0,1760.0,440.0,620.0,0.0,20.0,83
177,29640.0,2020.0,480.0,500.0,20.0,0.0,84
178,30320.0,1840.0,840.0,540.0,60.0,0.0,85
179,29020.0,1820.0,800.0,620.0,40.0,0.0,86
180,30020.0,1940.0,620.0,480.0,100.0,0.0,87
181,28580.0,1800.0,680.0,720.0,60.0,20.0,88
182,30040.0,1920.0,360.0,360.0,20.0,0.0,89
183,29160.0,2100.0,440.0,560.0,20.0,0.0,90
184,29580.0,1740.0,620.0,360.0,0.0,20.0,91
185,29780.0,1660.0,540.0,600.0,0.0,0.0,92
186,30160.0,2340.0,540.0,460.0,0.0,0.0,93
187,31040.0,1920.0,480.0,560.0,40.0,0.0,94
188,29300.0,2020.0,520.0,340.0,0.0,0.0,95
189,30160.0,2300.0,520.0,360.0,0.0,20.0,96
190,30720.0,2040.0,460.0,620.0,20.0,0.0,97
191,30240.0,1760.0,540.0,540.0,60.0,0.0,98
192,29440.0,1740.0,520.0,340.0,0.0,0.0,99
193,29760.0,1960.0,480.0,460.0,0.0,0.0,100
194,29540.0,1920.0,400.0,340.0,40.0,0.0,101
195,29760.0,1980.0,400.0,380.0,20.0,0.0,102
196,31160.0,2080.0,440.0,460.0,20.0,0.0,103
197,29680.0,1960.0,280.0,360.0,60.0,0.0,104
198,29080.0,1700.0,300.0,320.0,0.0,20.0,105
199,29520.0,1840.0,420.0,280.0,0.0,0.0,106
200,28880.0,1920.0,420.0,400.0,40.0,0.0,107
201,28820.0,1860.0,340.0,640.0,0.0,0.0,108
202,29140.0,1660.0,520.0,560.0,20.0,0.0,109
203,29280.0,1740.0,480.0,420.0,20.0,0.0,110
204,28740.0,1820.0,440.0,520.0,100.0,0.0,111
205,31000.0,1720.0,360.0,440.0,0.0,20.0,112
206,28980.0,1780.0,440.0,260.0,40.0,0.0,113
207,28220.0,1740.0,700.0,400.0,40.0,0.0,114
208,29840.0,2000.0,600.0,500.0,40.0,0.0,115
209,30240.0,1700.0,280.0,500.0,40.0,0.0,116
