0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
13560, 2120, 660, 460, 20, 20 
13460, 2160, 340, 420, 20, 0 
13740, 2340, 520, 640, 20, 0 
17220, 1920, 640, 540, 40, 0 
18380, 2140, 660, 420, 60, 0 
15200, 1840, 420, 400, 20, 0 
14280, 1940, 360, 380, 20, 0 
14980, 2420, 460, 680, 80, 0 
15640, 2120, 580, 520, 60, 20 
13960, 2000, 580, 540, 60, 0 
14400, 2600, 580, 520, 20, 0 
14720, 2280, 700, 820, 60, 20 
14880, 2180, 620, 380, 40, 20 
14240, 1800, 580, 540, 40, 0 
14380, 2540, 620, 380, 60, 0 
15300, 2120, 640, 440, 20, 20 
14920, 2780, 520, 580, 60, 40 
14820, 2160, 820, 680, 20, 0 
14180, 2380, 700, 600, 80, 0 
13340, 2540, 580, 600, 20, 0 
13520, 2360, 460, 780, 40, 20 
12700, 2460, 680, 640, 0, 20 
14700, 2100, 580, 520, 40, 0 
14840, 2560, 620, 560, 40, 0 
13940, 2200, 460, 580, 20, 0 
15880, 2300, 800, 700, 40, 0 
15340, 2660, 480, 620, 20, 20 
14240, 2320, 800, 720, 40, 20 
14380, 2260, 540, 460, 80, 0 
13620, 2180, 700, 720, 0, 0 
13600, 1920, 500, 600, 80, 20 
14680, 2480, 480, 760, , 0 
14600, 2040, 600, 560, 20, 0 
13700, 2400, 620, 760, 0, 0 
13520, 2460, 540, 660, 20, 0 
14720, 1880, 560, 520, 40, 20 
13960, 2120, 720, 440, 40, 0 
14760, 2360, 540, 540, , 0 
15340, 2240, 540, 420, 40, 0 
13720, 2260, 720, 340, 40, 20 
13400, 2520, 520, 680, 20, 0 
14040, 2280, 640, 580, 20, 40 
14460, 1840, 580, 620, 20, 0 
14240, 2300, 600, 640, 60, 40 
14140, 2080, 660, 700, 60, 0 
14580, 2520, 760, 480, 20, 20 
15240, 2060, 800, 640, 20, 0 
13940, 2020, 660, 620, 0, 0 
14240, 2320, 460, 520, 20, 0 
14480, 2240, 700, 580, , 0 
14040, 2320, 640, 540, 40, 0 
14680, 2120, 560, 520, 60, 0 
13500, 2340, 700, 700, 60, 0 
14000, 2340, 680, 660, 40, 0 
14880, 2300, 540, 740, 80, 40 
15780, 2560, 780, 820, 60, 20 
15120, 2100, 400, 680, 40, 20 
14340, 2100, 580, 440, 60, 40 
14440, 2320, 740, 680, 20, 0 
14280, 2240, 580, 660, 40, 0 
14620, 2300, 740, 380, 60, 20 
14080, 2800, 400, 680, 60, 0 
14200, 2060, 700, 660, 40, 0 
13400, 2240, 660, 660, 80, 0 
14060, 2120, 680, 640, 20, 0 
14140, 2100, 740, 580, 0, 20 
13940, 2380, 740, 600, 60, 20 
14260, 2440, 460, 500, 20, 0 
15100, 2480, 580, 600, 100, 20 
13460, 2000, 540, 620, 60, 0 
16040, 2180, 860, 480, 40, 0 
12960, 2480, 660, 780, 0, 0 
13640, 2180, 840, 800, 60, 0 
14120, 1900, 500, 720, 40, 0 
14780, 2000, 620, 620, 60, 20 
14400, 2440, 760, 640, 20, 0 
14580, 2980, 660, 660, 20, 0 
15680, 2460, 880, 620, 40, 0 
15480, 2480, 680, 560, 20, 20 
14780, 2280, 680, 780, 60, 0 
14380, 2260, 700, 480, 20, 20 
13900, 2380, 640, 520, 0, 0 
13400, 2340, 620, 580, 20, 0 
13920, 1820, 520, 400, 0, 0 
14440, 1800, 420, 500, 60, 0 
13780, 1880, 740, 500, 0, 0 
13640, 1900, 540, 400, 0, 0 
13540, 1540, 500, 320, 0, 0 
13200, 2120, 420, 380, 40, 0 
12760, 2200, 540, 320, 40, 0 
13740, 2200, 400, 440, 20, 0 
13620, 1780, 480, 520, 40, 0 
13360, 2000, 380, 580, 0, 40 
12700, 2220, 620, 500, 40, 0 
13740, 1940, 720, , , 0 
14500, , , , , 20 
13500, 1920, 460, 620, 20, 0 
13720, 2180, 620, 440, 40, 20 
14080, 1820, 500, 420, 100, 0 
13200, 2320, 720, 640, 80, 20 
13960, 2260, 880, 820, 60, 40 
13720, 2460, 860, 700, 20, 0 
14360, 2080, 840, 680, 60, 20 
12940, 1620, 460, 640, 20, 0 
13340, 2060, 620, 520, 40, 0 
12780, 2240, 700, 520, 0, 0 
12700, 1940, 640, 400, 100, 40 
13280, 2360, 540, 440, 0, 0 
13180, 1940, 800, 720, 120, 0 
13960, 2040, , 800, 60, 0 
13580, 1840, 540, 380, 0, 0 
12960, 2100, 580, 620, 40, 0 
13180, 2180, 540, 360, 20, 0 
13220, 1820, 520, 420, 60, 40 
14380, 2080, 500, 500, 100, 0 
14140, 2760, 780, 740, 20, 20 
14400, 2500, 700, 680, 80, 20 
14520, 2260, 700, 960, 100, 20 
14960, 2560, 460, 580, 0, 40 
15540, 2600, 720, 640, 80, 0 
14560, 2060, 720, 640, 40, 0 
14120, 2180, 760, 600, 80, 20 
13280, 2740, 900, 500, 80, 0 
14060, 2260, 540, 620, 60, 0 
15040, 2420, 640, 600, 20, 20 
12600, 2180, 600, 660, 40, 0 
14640, 1940, 560, 740, 0, 0 
12680, 2020, 640, 440, 20, 20 
13680, 2100, 620, 420, 40, 20 
13220, 1940, 620, 700, 40, 20 
13960, 2080, 740, 660, 120, 0 
14880, 2100, 820, 640, 80, 20 
14180, 2260, 800, 740, 0, 40 
14660, 2360, 760, 400, 100, 20 
14040, 2000, 600, 480, 20, 0 
14460, 2300, 540, 720, 20, 0 
14380, 2220, 640, 540, 20, 20 
14080, 1800, 640, 620, 40, 0 
14480, 1660, 660, 520, 20, 0 
15540, 2120, 520, 600, 80, 40 
15180, 2080, 660, 720, 80, 40 
13860, 2200, 600, 780, 60, 20 
13520, 2020, 700, 520, 20, 0 
15400, 2720, 920, 500, 60, 0 
14160, 2400, 820, 700, 40, 0 
15600, 2560, 560, 680, 40, 20 
15020, 2620, 500, 460, 20, 20 
14860, 2240, 760, 680, 20, 40 
15140, 2200, 660, 600, 80, 20 
14300, 2360, 780, 720, 60,  
15140, 2300, 560, 760, 40, 0 
15100, 2560, 700, 680, 40, 20 
16420, 2420, 580, 520, 0, 0 
20120, 2360, 660, 360, 0, 0 
20180, 2100, 560, 220, 40, 0 
19340, 2200, 640, 400, 20, 0 
, 2400, 520, 360, 0, 0 
, 2440, 420, 520, 0, 0 
17480, 2280, 540, 340, 0, 0 
17260, 1900, 500, 360, 20, 20 
19140, 2360, 500, 300, 0, 0 
15340, 2040, 540, 380, 20, 0 
15960, 2060, 440, 360, 40, 0 
14760, 2300, 600, 320, 20, 0 
14020, 2060, 620, 300, 0, 0 
15960, 1960, 680, 400, 20, 0 
15860, 2080, 720, 440, 40, 0 
12880, 2340, 720, 500, 20, 0 
13280, 2100, 320, 660, 20, 0 
12960, 2000, 660, 480, 40, 20 
12400, 1960, 400, 720, 40, 0 
, 2020, 620, 660, 40, 0 
18780, 2180, 620, 460, 60, 0 
17540, 2100, 740, 440, 80, 0 
, , 520, 660, 80, 0 
, , 680, 780, 20, 0 
16680, 2160, 560, 500, 40, 0 
13700, 1440, 520, 480, 20, 0 
14040, 2040, 540, 480, 60, 0 
13580, 1780, 580, 500, 20,  
13280, 1920, 680, 520, 20, 0 
14020, 1800, 400, 460, 40, 0 
13340, 2280, 620, 300, 0, 0 
12980, 2020, 440, 480, 20, 0 
13120, 2140, 560, 600, 20, 20 
13140, 1860, 400, 440, 0, 20 
14020, 2000, 420, 360, 20, 40 
14060, 2280, 500, 380, 40, 20 
12240, 2100, 700, 420, 40, 0 
13820, 1720, 580, 500, 40, 0 
14500, 2060, 400, 700, 20, 0 
12920, 2620, 420, 520, 0, 0 
13040, 1980, 740, 480, 0, 40 
12940, 1520, 680, 460, 0, 0 
13200, 2040, 460, 600, 0, 0 
13880, 2120, 660, 660, 20, 20 
13460, 2000, 640, 500, 60, 0 
12940, 1880, 620, 420, 40, 20 
12900, 1960, 540, 460, 20, 0 
13240, 1820, 520, 380, 20, 0 
13700, 2160, 600, 440, 60, 0 
13720, 2500, 580, 660, 40, 0 
13900, 2400, 520, 660, 0, 40 
13580, 1960, 640, 520, 60, 40 
13320, 1880, 580, 420, 20, 0 
13420, 2520, 420, 580, 40, 0 
13280, 2220, 520, 640, 20, 20 
13280, 1760, 520, 340, 100, 40 
13340, 2500, 560, 660, , 0 
13240, 2240, 620, 640, 20, 20 
13520, 1880, 520, 660, , 0 
14340, 2020, 440, 560, 20, 0 
13260, 1840, 600, 540, 0, 0 
13800, 1440, 600, 400, 0, 0 
13640, 2520, 740, 520, 40, 0 
13320, 1880, 560, 620, 60, 0 
13020, 2080, 700, 340, 40, 0 
13000, 1780, 540, 460, 60, 0 
13080, 1580, 480, 600, 40, 0 
13120, 1940, 440, 460, 20, 20 
13180, 1700, 620, 520, 0, 0 
12940, 2220, 640, 360, 0, 0 
13140, 1760, 340, 300, 20, 0 
12400, 2160, 420, 400, 40, 0 
13120, 2100, 440, 520, 0, 0 
12440, 2280, 560, 500, 20, 0 
14240, 1900, 600, 480, 0, 0 
13560, 1920, 700, 440, 0, 0 
12640, 2060, 520, 460, 0, 20 
13300, 2420, 420, 420, 0, 0 
12540, 1700, 460, 580, 40, 0 
13180, 1860, 540, 280, 40, 0 
14260, 1700, 340, 500, 20, 0 
13120, 1600, 640, 440, 20, 0 
12860, 1820, 580, 600, 20, 0 
13100, 1920, 580, 580, 20, 0 
