,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0703,995.3571428571428,889.8888888888888,921.6744186046512,971.0729613733904,963.448275862069,1021.8260869565216,1424.1007194244605,1033.5885167464114,909.9065420560747,910.15873015873,811.3580246913581,843.6571428571428,877.9545454545455,756.8421052631578,758.7974683544304,1096.849315068493,565.4901960784314,54.30769230769231
0710,536.2068965517242,552.0710059171597,589.2857142857142,586.0952380952381,601.7021276595743,598.2352941176471,566.9387755102042,552.2330097087379,610.5309734513273,681.3333333333334,539.7619047619048,562.5142857142856,622.7659574468087,560.15625,701.1578947368422,876.5151515151515,616.3953488372092,621.6901408450705
0712,1012.8421052631579,1273.0061349693249,958.0,1030.0,885.2173913043479,957.3755656108597,1166.0576923076926,899.8952879581152,873.4090909090909,831.7241379310345,860.16,843.6448598130843,806.2962962962962,841.963190184049,867.027027027027,1399.8473282442749,904.3877551020407,736.9421487603306
0713,687.3809523809523,605.4166666666666,700.1369863013699,622.5454545454545,599.5092024539878,569.622641509434,664.468085106383,537.1134020618557,572.5547445255474,507.248322147651,496.09022556390977,536.5217391304348,567.3394495412844,601.0596026490067,642.0,787.1951219512197,652.8723404255319,523.960396039604
0714,465.5421686746988,416.5680473372781,431.8309859154929,456.50943396226415,479.8709677419355,432.6415094339623,516.4705882352941,431.04972375690613,472.70440251572325,512.992700729927,485.8,427.10526315789474,427.94701986754967,428.02721088435374,432.41379310344826,2595.0967741935488,439.31428571428563,436.5957446808511
0715,329.8701298701298,349.8285714285714,433.49206349206355,359.5145631067961,378.3673469387755,337.40932642487047,376.7955801104972,389.6511627906977,353.71428571428567,344.6511627906977,341.8348623853211,337.55395683453236,337.3684210526316,348.8571428571428,396.0736196319018,899.2156862745097,329.1011235955056,364.9
0716,260.7317073170732,260.10695187165777,245.84615384615384,233.0909090909091,251.48148148148152,270.75471698113205,329.73333333333335,250.41420118343197,273.54037267080747,292.34375,281.18644067796606,248.59259259259255,245.81196581196582,268.57142857142856,299.2957746478873,902.0408163265306,333.7089201877934,309.5145631067961
0717,390.63829787234044,463.86740331491717,440.8759124087592,396.303317535545,414.05063291139237,451.5675675675676,552.6595744680851,421.1764705882353,414.0350877192983,391.1811023622048,385.2173913043478,338.0165289256198,368.8235294117647,353.20754716981133,373.86075949367086,1093.0069930069928,478.93617021276594,375.72916666666674
0718,338.75,435.32338308457713,387.57142857142856,300.4938271604938,419.0361445783132,344.19047619047615,365.6603773584906,308.5405405405405,314.85714285714283,483.52,379.6261682242991,298.2945736434108,329.45736434108534,322.45161290322585,318.1191222570533,1655.844155844156,329.06976744186045,345.68888888888887
0719,339.3181818181818,385.70048309178736,385.7516339869281,315.4128440366972,269.2903225806452,295.3170731707317,361.2765957446808,286.26262626262627,324.06091370558374,348.8732394366197,352.14953271028037,288.4848484848485,343.31034482758616,286.42857142857144,310.6976744186046,956.5217391304348,398.38383838383834,333.84615384615387
0720,313.1645569620253,318.30687830687833,323.35664335664336,310.81081081081084,308.5,384.6788990825688,349.9441340782123,355.1136363636364,372.6506024096386,328.8111888111888,321.4583333333333,338.6666666666667,365.98639455782313,348.17610062893084,377.2332015810277,455.9210526315789,351.685393258427,389.32692307692315
