0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
24560, 2260, 540, 280, 20, 0 
20140, 2200, 620, 300, 20, 0 
19260, 2180, 480, 600, 0, 0 
18900, 2240, 500, 500, 20, 0 
13520, 2180, 640, 380, 40, 0 
14340, 1900, 580, 300, 40, 0 
13540, 1720, 600, 580, 60, 20 
14880, 1640, 460, 520, 20, 0 
13180, 1760, 460, 420, 0, 0 
13780, 1720, 400, 260, 40, 0 
13800, 1980, 560, 380, 40, 0 
13240, 1640, 600, 400, 40, 0 
14220, 1680, 540, 340, 0, 0 
13200, 1740, 540, 340, 0, 0 
14000, 1940, 440, 600, 0, 0 
18220, 2100, 520, 480, 40, 0 
19840, 2140, 520, 340, 0, 20 
15540, 1580, 600, 400, 60, 20 
13200, 1800, 380, 480, 40, 0 
13240, 1960, 380, 360, 0, 0 
18480, 1760, 560, 460, 20, 0 
, 2300, 420, 500, 0, 0 
24480, 2220, 520, 400, 40, 0 
17460, 2360, 380, 380, 20, 0 
18240, 2280, 540, 460, 40, 0 
18360, 2000, 620, 500, 40, 0 
18180, 1960, 520, 400, 0, 0 
13860, 1840, 580, 380, 40, 0 
13720, 1920, 500, 240, 0, 0 
14000, 1960, 740, 360, 20, 0 
12800, 1920, 480, 540, 100, 0 
13900, 1980, 760, 480, 80, 20 
12960, 1900, 660, 780, 40, 20 
13780, 1880, 380, 520, 60, 0 
13420, 2360, 660, , 100,  
13340, 2120, 520, 840, 40, 40 
12880, 2040, 680, 620, 60, 0 
12780, 1720, 680, 400, 20, 0 
13760, 1580, 700, 500, 20, 0 
12980, 1580, 660, 660, 60, 0 
12660, 1640, 660, 700, 40, 0 
12820, 2100, 640, 640, 40, 0 
12860, 1900, 360, 500, 60, 20 
13960, 1620, 460, 520, 60, 0 
13380, 1880, 540, 600, 60, 20 
13740, 2100, 640, 820, 100, 40 
13400, 1700, 500, 560, 20, 0 
14060, 2460, 800, 660, 60, 40 
14200, 2280, 620, 860, 60, 20 
13780, 1880, 620, 580, 80, 40 
13880, 2140, 720, 860, , 0 
13860, 2000, 680, 760, 60, 20 
14300, 1920, 720, 840, 100, 20 
14040, 2340, 580, 500, 80, 20 
13980, 2220, 600, 620, ,  
14160, 1840, 760, 580, 120, 40 
14920, 2400, 820, 900, 60, 20 
13940, 2200, 620, 860, 140, 0 
13940, 1960, 700, 720, , 20 
14120, 1740, 640, 940, 100, 0 
16340, 2000, 720, 780, 60, 20 
16920, 2180, 780, 900, 60, 0 
16180, 2160, 680, 860, 120, 40 
17060, , 560, 600, 60, 0 
15900, 1960, 540, 720, 100, 0 
17580, 2100, 580, 480, 140, 0 
15920, 2280, 600, 840, 120, 0 
15920, 2040, 600, 820, 20, 0 
15880, 2200, 560, 680, 40,  
17320, 2120, 620, 900, 120, 0 
15100, 2140, 720, 920, 80, 20 
15600, 1960, 660, 680, 100, 0 
16800, 1780, 400, 840, 100, 0 
16720, 2280, 580, 620, 60, 40 
14780, 1840, 740, 780, 20, 20 
14240, 1560, 460, 660, 40, 0 
13760, 2280, 660, 440, 20, 20 
13300, 1720, 680, 500, 20, 0 
15040, 1800, 500, 460, 0, 20 
13580, 1800, 860, 560, 0, 40 
13840, 1560, 540, 620, 40, 0 
14560, 1980, 640, 600, 40, 0 
15600, 2080, 500, 620, 20, 0 
16040, 2300, 700, 540, 0, 20 
13780, 2000, 400, 580, 0, 0 
14300, 1620, 740, 580, 80, 20 
14880, 1780, 480, 480, 20, 40 
14340, 1940, 540, 720, 60, 20 
14080, 1840, 780, 600, 20,  
13580, 2000, 640, 540, 60, 20 
13200, 1800, 740, 500, 40, 0 
12700, 1680, 560, 540, 40, 0 
13760, 2100, 480, 520, 60, 20 
12740, 2040, 380, 440, 80, 20 
12580, 1740, 580, 560, 20, 0 
13400, 1640, 560, 420, 0, 0 
14260, 2040, 600, 540, 40, 0 
13360, 1900, 660, 520, 100, 0 
13040, 2360, 700, 380, 20, 0 
