0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
13340, 2740, 840, 500, 40, 0 
14080, 1800, 660, 560, 40, 0 
13600, 2260, 540, 620, 40, 0 
13180, 1780, 520, 460, 40, 20 
13960, 1960, 520, 400, 60, 20 
14700, 2320, 500, 600, 0, 0 
14900, 2240, 520, 500, 40, 0 
14060, 2180, 660, 460, 20, 0 
14720, 2160, 480, 380, 40, 20 
15720, 2180, 700, 660, 60, 0 
15040, 2780, 620, 600, 20, 0 
15180, 1980, 600, 460, 20, 0 
15180, 2340, 620, 440, 60, 0 
15400, 1880, 420, 280, 40, 0 
14980, 1940, 780, 520, 40, 0 
14440, 2080, 660, 420, 20, 0 
12960, 2180, 640, 480, 20, 0 
14340, 1820, 600, 380, 20, 20 
18080, 2140, 700, 540, 0, 0 
22520, 2180, 500, 380, 0,  
15860, 1700, 760, 600, 20, 0 
15360, 1740, 480, 260, 80, 0 
15840, 2320, 380, 520, 0, 0 
14260, 1820, 560, 600, 20, 0 
14420, 2200, 460, 280, 40, 0 
20380, 2080, 500, 460, 60,  
, , 620, 380, 0, 0 
24120, 2220, 600, 620, 20, 0 
26040, 2680, 560, 420, 20, 0 
, , 620, 420, 40, 0 
31960, 3280, , 500, 0, 0 
29020, 2600, 760, 480, 20, 0 
23040, 2940, 740, 560, 0, 0 
19080, 2220, 640, 440, 40, 20 
24220, 2380, 620, 500, 20, 0 
35560, , 460, 540, 0, 0 
26340, 2780, 800, 460, 40, 0 
, , 500, 520, 20, 20 
21720, 2860, 660, 500, 40, 0 
17980, 2460, 680, 400, 20, 20 
26000, 2720, 700, 440, 20, 0 
17560, 2400, 520, 400, 60, 20 
30780, 2720, 560, 420, 0, 0 
23040, 2500, 700, 320, 40, 0 
14860, 1780, 520, 580, 40, 0 
14020, 1880, 540, 560, 0, 0 
15860, 2020, 720, 600, 40, 0 
15100, 3060, 740, 680, 60, 0 
15580, 2340, 600, 580, 80, 0 
15440, 2060, 680, 620, 20, 0 
14860, 2280, 800, 480, 40, 20 
15060, 2380, 420, 720, 40, 20 
16180, 2560, , 480, 40, 20 
16140, 2620, 680, 440, 60,  
14820, 2220, 940, 560, 40, 0 
15260, 2400, 760, 420, 0, 20 
15180, 2300, 540, 500, 20, 0 
15380, 2140, 600, , 40, 20 
15440, 2800, 780, 720, 60, 0 
14440, 2320, 560, 580, 80, 0 
15620, 2560, 860, 660, 20, 0 
15740, 2180, 600, 820, 0,  
15120, 2480, 580, 820, 40, 0 
14440, 2220, 600, 540, 20, 0 
14820, 2560, 540, 600, 60, 0 
