0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
14120, 2320, 760, 680, 40, 0 
14400, 2480, 700, 580, 40, 0 
14680, 2220, 840, 520, 60, 0 
13880, 2200, 620, 560, 0, 0 
14900, 2040, 600, 440, 0, 0 
14620, 1920, 480, 740, 60, 0 
13860, 1880, 440, 420, 40, 0 
13080, 1940, 560, 500, 20, 20 
13660, 2560, 580, 600, 20, 0 
14360, 2060, 740, 640, 40, 0 
13500, 1920, 660, 280, 20, 0 
13200, 1980, 580, 500, 20, 0 
14040, 2360, 620, 620, 40, 0 
12600, 2260, 700, 520, 20, 20 
13160, 1880, 780, 280, 0, 0 
12880, 1680, 380, 600, 20, 0 
14640, 1760, 560, 500, 20, 0 
15100, 1800, 540, 700, 40, 0 
14160, 1940, 480, 520, 0, 0 
13180, 1920, 580, 520, 20, 0 
13740, 2260, 700, 460, 20, 0 
13220, 1760, 460, 580, 0, 0 
13940, 1920, 680, 360, 20, 0 
13980, 2260, 500, 420, 20, 0 
12760, 2180, 520, 460, 20, 0 
13160, 1840, 540, 560, 0, 0 
13840, 1960, 580, 420, 0, 0 
14040, 2240, 560, 460, 40, 0 
12500, 1780, 760, 320, 40, 0 
13900, 2100, 440, 380, 20, 0 
13860, 2380, 740, 580, 80, 0 
13720, 1720, 520, 300, 0, 0 
13480, 1660, 520, 600, 40, 0 
13120, 1720, 400, 640, 80, 0 
13080, 2040, 640, 640, 0, 20 
12880, 1920, 760, 440, 20, 0 
13680, 1880, 580, 360, 80, 0 
12960, 1940, 580, 620, 20, 0 
11740, 1860, 640, 480, 40, 0 
13540, 2000, 640, 600, 40, 0 
13140, 1780, 480, 520, 40, 0 
13560, 2000, 720, 400, 40, 20 
12500, 2160, 480, 400, 20, 0 
13500, 2060, 460, 480, 0, 20 
12460, 2220, 600, 580, 20, 0 
13800, 2160, 680, 500, 0, 0 
12400, 1940, 740, 420, 20, 0 
12900, 2140, 620, 500, 40, 20 
13440, 2040, 760, 400, 80, 20 
12460, 2080, 660, 540, 0, 0 
12820, 1900, 680, 520, 0, 20 
13880, 2160, 400, 640, 60, 0 
13880, 1880, 480, 600, 0, 0 
14120, 2080, 560, 400, 0, 0 
13160, 1800, 560, 440, 60, 0 
13840, 1900, 820, 640, 0, 0 
13180, 1800, 540, 460, 20, 20 
12980, 1880, 580, 400, 0, 0 
13180, 2000, 620, 340, 0, 0 
13780, 2480, 520, 560, 20, 0 
13680, 2240, 560, 540, 20, 0 
13560, 1700, 400, 300, 0, 0 
13340, 2200, 600, 420, 20, 0 
13780, 1700, 600, 380, 40, 0 
13080, 2340, 520, 360, 0, 0 
13100, 2240, 600, 340, 0, 20 
13600, 2500, 600, 580, 0, 0 
14020, 1760, 540, 620, 0, 0 
12520, 2100, 660, 480, 40, 0 
12720, 1740, 520, 440, 40, 0 
13540, 2020, 600, 500, 20, 0 
14060, 2020, 580, 500, 40, 0 
13680, 2240, 460, 420, 20, 0 
13720, 2280, 560, 540, 0, 20 
13480, 2040, 680, 580, 40, 0 
14180, 2040, 520, 300, 20, 0 
14300, 1880, 440, 520, 40, 0 
12880, 1760, 640, 500, 20, 20 
