,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
0,20840.0,1560.0,460.0,400.0,20.0,0.0,42.5
1,17060.0,1540.0,420.0,360.0,20.0,0.0,85.0
2,15820.0,1440.0,420.0,340.0,20.0,0.0,72.0
3,18670.0,1580.0,460.0,380.0,20.0,0.0,107.0
4,17550.0,1500.0,460.0,420.0,40.0,0.0,78.5
5,17760.0,1400.0,430.0,340.0,20.0,0.0,107.0
6,21690.0,1780.0,480.0,440.0,20.0,0.0,95.5
7,19550.0,1460.0,440.0,380.0,20.0,0.0,91.0
8,19420.0,1540.0,460.0,400.0,20.0,0.0,80.0
9,19960.0,1620.0,500.0,440.0,30.0,0.0,69.5
10,21100.0,1640.0,480.0,400.0,20.0,0.0,51.0
11,21700.0,1590.0,420.0,360.0,20.0,0.0,77.5
12,20210.0,1460.0,420.0,360.0,20.0,0.0,76.0
13,20820.0,1500.0,400.0,360.0,20.0,0.0,74.0
14,21180.0,1600.0,420.0,380.0,20.0,0.0,131.5
15,21460.0,2200.0,660.0,600.0,60.0,0.0,78.0
16,18560.0,1440.0,440.0,360.0,20.0,0.0,88.0
17,19060.0,1460.0,440.0,360.0,20.0,0.0,96.0
