0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
13540, 2060, 660, 480, 80, 0 
34200, 2140, 600, 420, 0, 0 
35900, 2220, 700, 560, 60, 40 
33860, 2200, 700, 840, 40, 20 
34840, 1980, 360, 720, 20, 0 
34740, 2960, 640, 880, , 40 
35080, 2260, 820, 660, 120, 0 
36440, 2680, 700, 560, 80, 40 
37220, 2800, 540, 580, 80, 0 
35680, 3040, 680, 720, 60, 0 
35840, 2360, 760, 560, 40,  
37100, 3220, 620, 800, 120, 20 
36320, 3080, 760, 600, 100, 20 
36640, 3860, 800, 860, 100, 60 
36420, 3560, , 780, 80, 0 
35740, 3240, 940, 940, 100, 40 
36720, 3580, 640, 680, 140, 60 
35480, 2580, 760, 700, 20, 20 
34600, 2460, 580, 740, 40, 20 
35280, 3120, 1000, 800, 60, 20 
36440, 3140, 800, 540, 60, 0 
38040, 3280, 820, 740, 120, 60 
43800, 3240, 860, 700, 100, 20 
43820, 3040, 760, 620, 60, 0 
34300, 2840, 580, 740, 60, 20 
37840, 3320, 560, 640, 80, 0 
25200, 2520, 520, 560, 40, 20 
15440, 1520, 560, 420, 20, 40 
16120, 2360, 520, 380, 80, 0 
15940, 2140, 520, 480, 60, 0 
17540, 1480, 400, 580, 40, 0 
14000, 1940, 580, 600, 40, 0 
18360, 2180, 460, 400, 0, 0 
20780, 2280, 700, 360, 0, 0 
17140, 2420, 540, 560, 40, 20 
14920, 1840, 460, 280, 0, 0 
14500, 1680, 680, 280, 0, 0 
14800, 1560, 620, 640, 20, 0 
14280, 1960, 440, 620, 40, 0 
18800, 2200, 680, 700, 20, 0 
19820, 2680, 460, 680, 40, 20 
21000, 2840, 740, 780, 60, 0 
19160, 2660, 620, 640, 20, 20 
18620, 2020, 660, 780, 40, 20 
18200, 1580, 400, 380, 60, 0 
15920, 2460, 680, 400, 80, 0 
16660, 2040, 600, 660, 60, 0 
17040, 2060, 640, 300, 40, 0 
15940, 1900, 400, 560, 20, 0 
14780, 1840, 540, 500, 20, 0 
14780, 2000, 500, 480, 40, 20 
15180, 2180, 560, 320, 20, 0 
16300, 2080, 500, 600, 40, 0 
17500, 1760, 700, 500, 60, 20 
17620, 2100, 660, 520, 40, 0 
17020, 2380, 640, 540, 20, 0 
19240, 2420, 580, 480, 20, 0 
21080, 1740, 500, 460, 0, 0 
22500, 2380, 720, 300, 0, 0 
21160, 2340, 580, 240, 0, 0 
20920, 2360, 560, 480, 40, 20 
22420, 2460, 740, 520, 0, 0 
22080, 2020, 640, 540, 40, 0 
33020, 2840, 680, 460, 40, 20 
27560, 2340, 740, 740, 60, 0 
24240, 2180, 580, 340, 60, 20 
22840, 2120, 560, 760, 60, 0 
21040, 2320, 440, 540, 20, 0 
29440, 2340, 680, 700, 20, 0 
33020, 2800, 580, 640, 120, 0 
30000, 2420, 800, 500, 60, 0 
37960, 2620, 620, 620, 60, 0 
36080, 3220, 600, 600, 40, 20 
37820, 2880, 660, 480, 40, 20 
37080, 3060, 700, 580, , 20 
38260, 3420, 640, 480, 120, 40 
41340, 3280, 540, 660, 60, 20 
43460, 3640, 480, 620, 40, 40 
39640, 2980, 820, 820, 40, 20 
38660, 2700, 540, 700, 60, 0 
33220, 2980, 500, 500, 40, 0 
31120, 2660, 680, 660, 80, 0 
28520, 2860, 580, 460, 60, 0 
27980, 2640, 580, 400, 20, 0 
27300, 2920, 440, 680, 40, 20 
27060, 2140, 680, 560, 20, 0 
19700, 2460, 840, 400, 20, 0 
16960, 2160, 680, 460, 60, 20 
17980, 2100, 560, 360, 40, 20 
18000, 2400, 600, 380, 60, 0 
16540, 1700, 540, 540, 0, 0 
14740, 1940, 740, 540, 40, 20 
14960, 1900, 460, 620, 60, 0 
15080, 1900, 600, 460, 20, 0 
16280, 1880, 560, 520, 0, 0 
