0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
, , , , ,  
11820, 2020, 380, 560, 20, 0 
11200, 1860, 500, 500, 0, 20 
12240, 1960, 460, 480, 60, 0 
11960, 1880, 780, 420, 0, 0 
11460, 2140, 520, 540, 0, 0 
12180, 1880, 480, 400, 0, 0 
11560, 1820, 440, 560, 0, 0 
13180, 2260, 500, 380, 0, 0 
12340, 1920, 560, 280, 20, 0 
11140, 1980, 600, 400, 20, 0 
11500, 1760, 500, 220, 0, 0 
11480, 1780, 700, 580, 0, 0 
10820, 1780, 420, 580, 20, 0 
11640, 1680, 480, 260, 20, 0 
11300, 1880, 600, 360, 0, 0 
11740, 1840, 660, 280, 20, 0 
13200, 1680, 560, 260, 40, 0 
11440, 1980, 620, 500, 0, 0 
12460, 1880, 600, 560, 60, 0 
11940, 1820, 520, 360, 20, 0 
12020, 1920, 520, 500, 40, 0 
11260, 1440, 700, 480, 0, 0 
11420, 1920, 580, 400, 20, 20 
12940, 1900, 580, 500, 40, 0 
12880, 2140, 660, 440, 20, 0 
12540, 2300, 540, 420, 20, 0 
12260, 2280, 640, 400, 0, 20 
13040, 1720, 700, 400, 20, 0 
13920, 2240, 480, 520, 20, 0 
12700, 1840, 440, 420, 20, 0 
11880, 1860, 480, 600, 0, 20 
12620, 1640, 560, 280, 40, 0 
12760, 1980, 600, 480, 20, 0 
12740, 1920, 560, 400, 0, 0 
13080, 2140, 360, 240, 20, 20 
13240, 1900, 460, 260, 40, 0 
12420, 2100, 420, 520, 20, 0 
12540, 1980, 780, 380, 0, 0 
12860, 2380, 600, 540, 20, 20 
12360, 1940, 580, 460, 80, 40 
11320, 1920, 560, 380, 40, 20 
12160, 1860, 500, 560, 0, 20 
12420, 1880, 660, 380, 0, 0 
13460, 1960, 460, 480, 60, 0 
12260, 2140, 640, 400, 40, 20 
12740, 2200, 560, 500, 20, 0 
14420, 2180, 520, 600, 80, 0 
12940, 2580, 700, 460, 80, 0 
13440, 1780, 700, 600, 40, 80 
13440, 2000, 540, 580, 40, 20 
12900, 2140, 620, 420, 20, 0 
14820, 1840, 580, 420, 40, 20 
14040, 2000, 520, 540, 20, 0 
15700, 2300, 580, 480, 60, 0 
14440, 1940, 700, 400, 40, 0 
13820, 1600, 700, 480, 0, 0 
13980, 1600, 620, 280, 100, 0 
13560, 1600, 560, 400, 20, 0 
14040, 2080, 680, 440, 20, 0 
14080, 2160, 540, 460, 20, 0 
14600, 2200, 580, 540, 20, 0 
13620, 1820, 480, 440, 40, 0 
14340, 2500, 660, 500, 40, 20 
14100, 1960, 660, 460, 40, 100 
14580, 2040, 600, 380, 40, 20 
13500, 2000, 560, 480, 40, 0 
14100, 2040, 380, 300, 20, 20 
13560, 2120, 620, 340, 60, 60 
13500, 2620, 660, 520, 0, 0 
13780, 2100, 620, 520, 0, 0 
13700, 2180, 680, 440, 40, 40 
12260, 2400, 560, 640, 40, 0 
13060, 2160, 680, 360, 40, 0 
14080, 1980, 500, 400, 40, 40 
13540, 1740, 840, 560, 60, 40 
12920, 1800, 600, 520, 40, 0 
13860, 2840, 920, 620, 0, 20 
14740, 2980, 900, 600, 20, 0 
14620, 2540, 540, 600, 40, 0 
13140, 2640, 720, 620, 20, 0 
14000, 2360, 660, 580, 40, 0 
