0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
13840, 1720, 460, 460, 20, 0 
17780, 2780, , 420, 20, 0 
20080, 2500, 400, 500, 20, 0 
18300, 2320, 620, 560, 0, 0 
15120, 2660, 680, 700, 40, 0 
12500, 2000, 500, 500, 0, 40 
13420, 2180, 600, 520, 0, 40 
12840, 1640, 520, 500, 60, 0 
13260, 1920, 660, 560, 40, 0 
11960, 1720, 620, 180, 0, 0 
12700, 1820, 660, 360, 0, 0 
12420, 1980, 480, 440, 0, 0 
12600, 1520, 440, 540, 20, 0 
12500, 1580, 480, 340, 0, 0 
12660, 1460, 520, 320, 40, 0 
13020, 1880, 580, 580, 40, 0 
13180, 2180, 680, 480, 40, 0 
14200, 1820, 760, 420, 0, 0 
13200, 2080, 480, 460, 0, 0 
13380, 2060, 640, 560, 60, 20 
12560, 2040, 240, 500, 20, 20 
12580, 1840, 460, 420, 20, 0 
13320, 1860, 500, 400, 40, 20 
12600, 1600, 520, 500, 100, 0 
12880, 1560, 400, 480, 20, 0 
12440, 2140, 720, 400, 40, 0 
12360, 1840, 560, 440, 20, 0 
12160, 1560, 540, 460, 20, 0 
12960, 1740, 460, 540, 40, 0 
12380, 1500, 520, 360, 100, 0 
12420, 2340, 440, 760, 60, 0 
12860, 1740, 480, 620, 20, 0 
12060, 1580, 480, 640, 0, 0 
12780, 1980, 540, 420, 40, 0 
13780, 1800, 520, 480, 0, 0 
12700, 1720, 780, 540, 40, 0 
13200, 2000, 700, 620, 60, 20 
13320, 1820, 560, 560, 40, 0 
12540, 2000, 480, 420, 20, 0 
13100, 1820, 440, 440, 60, 0 
12800, 2160, 580, 500, 20, 20 
12160, 1820, 680, 460, 100, 0 
12580, 1540, 600, 440, 20, 0 
12600, 2140, 560, 540, 0, 0 
12040, 1980, 600, 460, 0, 0 
13200, 1680, 760, 520, 60, 0 
12220, 1880, 480, 480, 0, 0 
12620, 1760, 480, 340, 0, 0 
12440, 1600, 420, 480, 20, 0 
13200, 1860, 560, 480, 20, 0 
13000, 1740, 500, 440, 20, 0 
12560, 1860, 700, 440, 0, 0 
12060, 1700, 580, 280, 20, 0 
13000, 2040, 700, 420, 20, 0 
13800, 1720, 280, 580, 20, 0 
14000, 1740, 560, 500, 20, 0 
13160, 2320, 540, 540, 40, 0 
12980, 1720, 640, 560, 40, 0 
12900, 2140, 620, 580, 0, 0 
12460, 2020, 580, 580, 20, 0 
13440, 1980, 560, 480, 100, 40 
13060, 1920, 680, 440, 40, 40 
12820, 1560, 560, 380, 0, 20 
13200, 1880, 560, 700, 20, 20 
13660, 2140, 460, 440, 40, 0 
13360, 1640, 480, 620, 20, 0 
13380, 1900, 640, 400, 0,  
13580, 1960, 480, 560, 20,  
13000, 2000, 340, 380, 80, 20 
13160, 2080, 760, 620, 60, 0 
13240, 1900, 520, 580, , 20 
13280, 1900, 720, 440, 0, 40 
14020, 1720, 640, 440, 40, 0 
12980, 1740, 460, 700, 0, 20 
13760, 2120, 560, 580, 80,  
13340, 1820, 800, 540, 20, 0 
13560, 2080, 680, 660, 40, 0 
12980, 2080, 580, 720, 60, 0 
12500, 1700, 600, 480, 20, 0 
12820, 2000, 580, 460, 40, 20 
13260, 1920, 540, 320, 20, 0 
12780, 1600, 500, 440, 20, 20 
12500, 1800, 500, 480, 60, 20 
14560, 2060, 440, 440, 20, 0 
13540, 2000, 620, 540, 0, 0 
11800, 1860, 480, 560, 0, 0 
11820, 2100, 640, 260, 20, 0 
13360, 2020, 600, 420, 0, 0 
13080, 1840, 600, 360, 40, 0 
11900, 1440, 440, 480, 60, 20 
13220, 1820, 400, 400, 0, 0 
12620, 1840, 320, 360, 20, 20 
12320, 1580, 520, 580, 20, 20 
13660, 1820, 620, 380, 20, 0 
13300, 1900, 560, 660, 20, 0 
13800, 2180, 500, 460, 40, 0 
14920, 2220, 480, 500, 20, 20 
14740, 2100, 600, 720, 40, 20 
13220, 2240, 580, 480, 60, 20 
14400, 1960, 480, 480, 20, 20 
14320, 2100, 720, 540, 0, 0 
14180, 1860, 640, 580, 40, 0 
13640, 1920, 760, 340, 20, 20 
14860, 1780, 540, 680, 60, 0 
14720, 1980, 860, 520, 40, 0 
14260, 1940, 620, 440, 20, 0 
13920, 1860, 480, 780, 60, 20 
14760, 2160, 660, 440, 20, 0 
14680, 2040, 660, 400, 0, 0 
14240, 2320, 520, 400, 20, 0 
14720, 2040, 540, 500, 0, 0 
15260, 1980, 560, 560, 40, 0 
14300, 2060, 460, 400, 80, 40 
15000, 1940, 740, 440, 20, 20 
13400, 2200, 440, 860, 60, 0 
15480, 2000, 540, 700, 60, 20 
13920, 1960, 420, 540, 20, 0 
14880, 1680, 520, 640, 20, 0 
15200, 1920, 500, 500, 20, 0 
16080, 2120, 500, 460, 0, 0 
14840, 2120, 580, 540, 0, 0 
14160, 1960, 580, 440, 0, 0 
14100, 1860, 540, 480, 40, 20 
13980, 1980, 560, 620, 20, 20 
14060, 1760, 500, 480, 40, 20 
14380, 2120, 560, 540, 0, 0 
13860, 1980, 500, 320, 40, 0 
14460, 2360, 620, 740, 40, 0 
14020, 1980, 360, 600, 20, 0 
14120, 2280, 880, 580, 0, 0 
14340, 2140, 660, 360, 0, 0 
, , , , 40, 0 
, , , 820, 0, 0 
15020, 2320, 540, 460, 80, 20 
14320, 2200, 440, 500, 0, 0 
14360, 1900, 580, 460, 0, 0 
14880, 2480, 680, 500, 40, 20 
15360, 2220, 600, 420, 20, 0 
17020, 2260, 780, 420, 40, 20 
15160, 2480, 500, 560, 0, 20 
, 2860, 820, 500, 0, 0 
, 3520, 540, 460, 40, 0 
, 3000, 720, 500, 40, 20 
17240, 2120, 560, 400, 40, 0 
17380, 2760, 720, 560, 0, 0 
15460, 2220, 560, 520, 20, 0 
14960, 2420, 300, 480, 0, 0 
14620, 2040, 520, 620, 40, 0 
14880, 2040, 560, 620, 60, 0 
15260, 2380, 500, 660, 40, 0 
13940, 2440, 460, 360, 20, 0 
14240, 2100, 420, 400, 20, 0 
13600, 1920, 620, 460, 40, 0 
14300, 2000, 580, 740, 0, 0 
13680, 2160, 460, 600, 80, 20 
13800, 1980, 740, 440, 0, 20 
13180, 2020, 640, 500, 60, 0 
13560, 1920, 860, 440, 20, 0 
13280, 1920, 480, 420, 20, 0 
12420, 2080, 720, 560, 40, 0 
12680, 2160, 600, 500, 40, 20 
13460, 1820, 460, 580, 20, 0 
