Date,Time,Sample Period,Sample Volume,Sample Units,Count Mode,Concentration Mode,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Mode,Location Name,Sample Number,Cal. Value,Laser Current,0.3um (Cum. Counts),0.5um (Cum. Counts),1.0um (Cum. Counts),2.0um (Cum. Counts),5.0um (Cum. Counts),10.0um (Cum. Counts),Cal Alarm,Flow Alarm,Over Conc. Alarm,System Alarm,Count Alarm,Battery Alarm,Laser Alarm
2018/7/15,10:18:11,0:00:01,0.05,L,Dif.,Counts/L,18600,920,300,220,20,20,Automatic,Line16,37,2.68,54.5,1004,74,28,13,2,1,1,0,0,0,0,0,0
2018/7/15,10:18:12,0:00:01,0.05,L,Dif.,Counts/L,19860,960,200,320,0,0,Automatic,Line16,38,2.68,54.5,1067,74,26,16,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:13,0:00:01,0.05,L,Dif.,Counts/L,19860,1280,220,300,0,0,Automatic,Line16,39,2.69,54.5,1083,90,26,15,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:14,0:00:01,0.05,L,Dif.,Counts/L,19000,1200,340,200,0,0,Automatic,Line16,40,2.69,54.5,1037,87,27,10,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:15,0:00:01,0.05,L,Dif.,Counts/L,18760,940,280,280,0,0,Automatic,Line16,41,2.69,54.5,1013,75,28,14,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:16,0:00:01,0.05,L,Dif.,Counts/L,19760,800,420,380,0,0,Automatic,Line16,42,2.69,54.5,1068,80,40,19,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:17,0:00:01,0.05,L,Dif.,Counts/L,21000,880,300,400,20,0,Automatic,Line16,43,2.69,54.5,1130,80,36,21,1,0,1,0,0,0,0,0,0
2018/7/15,10:18:18,0:00:01,0.05,L,Dif.,Counts/L,20120,1120,320,260,0,0,Automatic,Line16,44,2.7,54.5,1091,85,29,13,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:19,0:00:01,0.05,L,Dif.,Counts/L,21060,1040,200,460,0,0,Automatic,Line16,45,2.7,54.5,1138,85,33,23,0,0,1,0,0,0,0,0,0
2018/7/15,10:18:20,0:00:01,0.05,L,Dif.,Counts/L,20940,1060,420,520,60,20,Automatic,Line16,46,2.71,54.5,1151,104,51,30,4,1,1,0,0,0,0,0,0
2018/7/15,10:18:21,0:00:01,0.05,L,Dif.,Counts/L,20560,1140,280,260,40,20,Automatic,Line16,47,2.74,54.6,1115,87,30,16,3,1,1,0,0,0,0,0,0
2018/7/15,10:18:22,0:00:01,0.05,L,Dif.,Counts/L,20560,920,220,340,40,0,Automatic,Line16,48,2.75,54.6,1104,76,30,19,2,0,1,0,0,0,0,0,0
2018/7/15,10:18:23,0:00:01,0.05,L,Dif.,Counts/L,19520,820,400,300,20,0,Automatic,Line16,49,2.76,54.6,1053,77,36,16,1,0,1,0,0,0,0,0,0
