0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
15800, 1780, 560, 400, 60, 0 
14500, 2020, 660, 500, 40, 0 
14160, 1960, 540, 600, 20, 0 
13280, 2080, 380, 380, 20, 0 
14020, 1920, 820, 380, 40, 0 
13780, 2020, 600, 440, 60, 0 
13660, 1700, 580, 440, 20, 0 
13360, 2180, 560, 440, 0, 0 
12320, 1580, 580, 440, 20, 20 
12860, 2100, 720, 580, 0, 0 
13240, 1780, 440, 480, 0, 0 
12600, 1360, 520, 520, 20, 0 
14300, 1720, 720, 420, 0, 0 
13400, 2140, 680, 600, 60,  
13900, 1560, 440, 540, 20, 0 
12580, 1740, 540, 660, 20,  
12340, 1680, 580, 540, 60, 0 
12800, 1600, 440, 400, 0,  
12600, 1760, 460, 520, 0, 20 
12320, 1860, 520, 280, 20, 0 
12220, 1720, 520, 560, 60, 0 
12820, 1720, 600, 500, 40, 0 
12700, 1900, 480, 500, 0, 0 
12560, 1780, 460, 400, 0, 0 
12840, 1720, 380, 680, 20, 0 
12580, 1740, 380, 580, , 20 
12320, 1760, 480, 300, 20,  
12820, 1700, 600, 540, 0, 20 
13200, 1800, 400, 460, 0, 0 
14160, 1520, 600, 460, 20, 0 
12940, 1620, 440, 520, 80, 0 
13200, 1560, 620, 400, 40, 0 
13200, 1760, 560, 560, 20, 0 
14220, 1920, 660, 440, 0, 0 
12360, 2060, 780, 540, 0, 20 
13080, 1920, 700, 440, 40, 0 
13780, 1840, 660, 360, 0, 0 
13500, 2140, 600, 440, 20, 20 
14460, 2060, 500, 260, 40, 0 
12680, 2000, 660, 400, 40, 0 
12260, 2120, 560, 540, 0, 0 
11860, 2000, 440, 420, 20, 20 
14140, 2020, 600, 440, 0, 0 
12920, 1800, 600, 260, 20, 0 
15140, 1760, 760, 340, 20, 0 
15300, 2340, 580, 520, 0, 0 
13620, 1880, 560, 560, 20, 0 
14040, 2040, 500, 380, 0, 20 
14580, 1760, 580, 340, 60, 0 
14380, 2080, 540, 480, 60, 0 
14280, 1900, 440, 400, , 0 
13540, 2040, 580, 540, 20, 0 
12920, 2040, 560, 460, 0, 0 
14440, 1820, 520, 560, 0, 20 
13720, 2140, 460, 600, 20, 0 
14460, 1900, 820, 460, 0, 0 
14260, 2120, 520, 400, 20, 0 
12800, 1880, 600, 500, 20, 0 
13800, 2060, 660, 240, 0, 20 
14460, 1500, 620, 500, 0, 0 
14720, 2020, 440, 320, 20, 0 
13300, 1740, 460, 440, 20, 20 
13480, 1800, 360, 480, 0, 0 
13040, 2000, 640, 700, 20, 0 
13680, 1900, 580, 420, 0, 0 
12780, 1940, 500, 520, 80, 0 
13200, 1660, 660, 440, 20, 20 
13920, 1900, 660, 560, 20, 0 
13360, 2200, 760, 420, 20, 0 
14040, 2120, 460, 600, 0, 0 
13900, 1900, 620, 360, 40, 20 
13420, 1840, 640, 500, 0, 0 
12360, 2160, 740, 460, 0, 0 
14080, 2260, 800, 380, 0, 0 
12820, 2080, 560, 520, 20,  
14400, 2100, 380, 740, 20, 0 
13600, 2080, 480, 520, 20, 0 
14000, 1760, 500, 440, 40, 0 
13580, 1600, 560, 440, 40, 0 
13940, 1760, 540, 500, 0, 0 
13460, 1940, 580, 440, 40, 20 
13820, 1840, 520, 600, 40, 0 
14460, 2120, , 660, 20, 0 
14320, 2200, 620, 460, 0, 0 
14120, 1760, 580, 500, 0, 0 
13880, 1780, 620, 660, 60, 0 
13820, 2040, 680, 660, 40, 0 
13800, 2340, 560, 460, 40, 20 
13320, 1920, 400, 560, 20, 0 
14580, 1860, 500, 540, 20, 20 
13880, 2100, 440, 500, 20, 0 
13800, 2200, 540, 460, 0, 0 
13880, 1480, 760, 320, 0, 0 
14860, 1640, 580, 420, 0, 0 
14080, 1700, 480, 440, 0, 20 
14620, 1900, 580, 460, 20, 0 
15320, 2020, 520, 520, 0, 20 
14980, 1960, 760, 540, 20, 0 
14520, 2080, 440, 380, 20, 0 
13700, 1720, 520, 500, 0, 0 
13760, 1780, 460, 260, 20, 20 
13780, 2040, 460, 360, 40, 0 
14880, 2300, 440, 460, 0, 0 
15540, 2120, 540, 440, 20, 20 
13940, 2480, 600, 460, 20, 0 
14320, 1800, 540, 460, 0, 0 
13800, 1920, 660, 320, 80, 0 
14420, 2060, 620, 500, 80, 0 
14620, 2020, 840, 480, 0, 0 
14880, 1940, 680, 360, 60, 0 
14400, 2020, 640, 460, 20, 20 
14160, 1760, 560, 660, 0, 0 
15100, 1880, 420, 520, 0, 0 
13980, 1800, 540, 400, 0, 0 
13660, 2000, 520, 500, 0, 0 
14180, 1720, 340, 300, 20, 20 
13240, 1880, 620, 480, 20, 20 
14780, 2000, 560, 540, 20, 0 
14580, 1680, 460, 440, 20, 0 
14460, 1760, 580, 440, 40, 20 
13980, 2300, 620, 480, 20, 0 
15500, 1960, 420, 340, 20, 0 
14840, 1820, 560, 460, 0, 0 
14020, 2000, 560, 380, 40, 0 
14220, 1560, 540, 300, 60, 20 
14160, 2000, 640, 540, 40, 0 
13840, 1660, 320, 460, 0, 0 
13400, 1880, 520, 700, 20, 0 
13620, 1920, 460, 540, 20, 0 
