,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
0,33860.0,3340.0,980.0,960.0,80.0,40.0,28.5
1,32450.0,3080.0,880.0,760.0,40.0,0.0,91.5
2,31280.0,3300.0,920.0,760.0,40.0,0.0,108.0
3,32610.0,3440.0,980.0,800.0,40.0,0.0,117.0
4,32060.0,3310.0,960.0,840.0,40.0,0.0,44.5
5,33120.0,3440.0,1000.0,860.0,40.0,0.0,116.0
6,34580.0,4440.0,1380.0,1340.0,120.0,40.0,139.5
7,33690.0,3510.0,1020.0,860.0,60.0,0.0,105.0
8,29140.0,3080.0,910.0,720.0,40.0,0.0,107.5
9,28360.0,3080.0,900.0,740.0,40.0,20.0,63.5
10,28230.0,2860.0,800.0,640.0,40.0,0.0,82.0
11,28020.0,2960.0,820.0,580.0,20.0,0.0,89.0
12,24450.0,2940.0,840.0,700.0,60.0,20.0,46.0
13,23780.0,2660.0,740.0,580.0,40.0,0.0,49.0
14,23380.0,2660.0,760.0,580.0,20.0,0.0,158.5
15,25150.0,3220.0,1030.0,880.0,80.0,20.0,74.0
16,23220.0,2600.0,740.0,540.0,20.0,0.0,77.0
17,720.0,120.0,40.0,60.0,0.0,0.0,133.5
