1
,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
374,10060.0,840.0,180.0,40.0,0.0,0.0,105
375,10100.0,720.0,240.0,180.0,0.0,0.0,106
376,10420.0,680.0,320.0,100.0,0.0,0.0,107
377,11140.0,820.0,300.0,160.0,0.0,0.0,108
378,10500.0,720.0,200.0,260.0,20.0,0.0,109
379,10100.0,740.0,280.0,200.0,20.0,0.0,110
380,9960.0,500.0,240.0,80.0,0.0,0.0,111
381,10080.0,860.0,280.0,140.0,40.0,0.0,112
382,10420.0,620.0,300.0,240.0,40.0,0.0,113
383,10640.0,820.0,240.0,360.0,20.0,20.0,114
384,10100.0,620.0,60.0,160.0,0.0,0.0,115
385,9100.0,920.0,220.0,180.0,0.0,0.0,116
386,11120.0,1040.0,240.0,260.0,0.0,0.0,117
387,9960.0,700.0,280.0,100.0,0.0,0.0,118
388,10040.0,460.0,140.0,140.0,0.0,0.0,119
389,9920.0,600.0,320.0,260.0,80.0,20.0,120
390,10320.0,780.0,280.0,100.0,20.0,0.0,121
391,9400.0,680.0,140.0,200.0,20.0,0.0,122
392,10120.0,740.0,180.0,160.0,20.0,20.0,123
393,9360.0,1040.0,140.0,80.0,0.0,0.0,124
394,10120.0,780.0,300.0,140.0,0.0,0.0,125
395,10340.0,880.0,100.0,160.0,0.0,0.0,126
396,10860.0,1020.0,100.0,140.0,0.0,0.0,127
397,10780.0,980.0,220.0,180.0,0.0,0.0,128
398,10240.0,1040.0,120.0,80.0,0.0,0.0,129
399,11080.0,860.0,200.0,180.0,20.0,20.0,130
400,12280.0,1040.0,160.0,220.0,20.0,20.0,131
401,13400.0,1540.0,300.0,140.0,0.0,0.0,132
402,11660.0,1060.0,220.0,120.0,0.0,0.0,133
mean, 10377.076923076924, 922.0, 245.84615384615384, 222.13740458015266, 18.333333333333332, 2.6153846153846154, 67.0
max, 13400.0,1880.0,640.0,580.0,80.0,20.0,133.0
min, 8960.0,460.0,60.0,40.0,0.0,0.0,1.0
std, 794.3018446368861,260.9564993895408,108.81877841383822,106.90763542989797,22.383427166205685,6.769041033823836,38.537860172389784
median, 10210.0,870.0,220.0,200.0,20.0,0.0,67.0
4
,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
403,10540.0,780,420.0,160,,0.0,1
404,10460.0,1240,280.0,400,40.0,0.0,2
405,10800.0,1340,340.0,240,60.0,20.0,3
406,9420.0,760,180.0,280,0.0,0.0,4
407,10060.0,800,160.0,160,0.0,0.0,5
408,9740.0,680,160.0,100,0.0,0.0,6
409,8560.0,800,260.0,120,20.0,0.0,7
410,9460.0,900,260.0,140,0.0,0.0,8
411,10220.0,900,360.0,240,20.0,0.0,9
412,10280.0,740,320.0,280,20.0,0.0,10
413,9980.0,980,320.0,280,0.0,0.0,11
414,10000.0,840,180.0,180,20.0,0.0,12
415,8940.0,760,200.0,280,0.0,0.0,13
416,9720.0,720,240.0,160,20.0,0.0,14
417,9200.0,640,280.0,280,40.0,20.0,15
418,10040.0,900,280.0,200,0.0,20.0,16
419,9900.0,820,180.0,260,20.0,0.0,17
420,8900.0,880,240.0,180,0.0,0.0,18
421,8540.0,940,220.0,140,40.0,0.0,19
422,8960.0,880,160.0,140,0.0,0.0,20
423,9800.0,780,260.0,120,60.0,20.0,21
424,10100.0,740,280.0,220,20.0,0.0,22
425,10320.0,740,280.0,320,0.0,0.0,23
426,11440.0,880,260.0,200,0.0,0.0,24
427,11580.0,900,140.0,160,0.0,0.0,25
428,10640.0,900,140.0,120,0.0,0.0,26
429,8900.0,640,160.0,120,0.0,20.0,27
430,10360.0,880,220.0,180,0.0,0.0,28
431,9380.0,620,260.0,200,0.0,0.0,29
432,9400.0,620,120.0,240,0.0,0.0,30
433,8920.0,980,220.0,120,0.0,0.0,31
434,,1320,200.0,160,0.0,20.0,32
435,,1060,200.0,140,0.0,0.0,33
436,10120.0,860,140.0,160,0.0,0.0,34
437,9340.0,940,220.0,200,0.0,0.0,35
438,9660.0,840,160.0,100,0.0,0.0,36
439,9040.0,820,180.0,60,0.0,0.0,37
440,8720.0,1000,140.0,240,0.0,0.0,38
441,9620.0,640,140.0,120,0.0,0.0,39
442,9240.0,820,180.0,100,0.0,0.0,40
443,9440.0,640,200.0,80,0.0,0.0,41
444,10260.0,920,260.0,240,0.0,0.0,42
445,10040.0,840,200.0,260,0.0,0.0,43
446,8980.0,620,40.0,180,0.0,0.0,44
447,10180.0,880,220.0,140,20.0,0.0,45
448,10340.0,660,220.0,140,0.0,0.0,46
449,10120.0,800,100.0,160,40.0,0.0,47
450,9580.0,820,80.0,320,0.0,0.0,48
451,10240.0,620,260.0,80,0.0,0.0,49
452,9840.0,700,220.0,80,20.0,0.0,50
453,11140.0,720,240.0,260,0.0,0.0,51
454,11020.0,620,200.0,140,0.0,0.0,52
455,10240.0,880,240.0,140,20.0,20.0,53
456,10900.0,920,240.0,180,0.0,0.0,54
457,9180.0,880,260.0,120,0.0,0.0,55
458,10200.0,800,240.0,120,0.0,0.0,56
459,10120.0,720,220.0,240,20.0,0.0,57
460,10280.0,800,180.0,240,40.0,0.0,58
461,10480.0,680,220.0,160,0.0,0.0,59
462,9280.0,880,240.0,240,0.0,20.0,60
463,11120.0,500,200.0,180,20.0,0.0,61
464,10340.0,720,200.0,220,20.0,0.0,62
465,10840.0,720,160.0,100,20.0,0.0,63
466,10340.0,940,280.0,140,0.0,0.0,64
467,9840.0,700,240.0,160,20.0,0.0,65
468,10840.0,740,220.0,180,20.0,0.0,66
469,10120.0,740,300.0,220,0.0,0.0,67
470,10760.0,960,160.0,120,0.0,20.0,68
471,10880.0,660,300.0,320,0.0,0.0,69
472,10740.0,1040,160.0,140,20.0,20.0,70
473,10040.0,940,80.0,240,0.0,0.0,71
474,10140.0,880,160.0,160,0.0,0.0,72
475,10520.0,780,260.0,160,0.0,0.0,73
476,10900.0,940,160.0,180,0.0,0.0,74
477,11040.0,660,280.0,200,20.0,0.0,75
478,11500.0,720,240.0,300,0.0,0.0,76
479,10860.0,980,200.0,80,20.0,0.0,77
480,11220.0,820,220.0,260,0.0,0.0,78
481,13600.0,880,200.0,220,20.0,,79
482,15100.0,900,220.0,280,20.0,0.0,80
483,,840,240.0,160,20.0,20.0,81
484,,1200,180.0,160,0.0,0.0,82
485,,1080,320.0,200,0.0,0.0,83
