,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0703,992.5,769.9447513812155,775.4418604651163,815.793991416309,823.9080459770115,856.5217391304348,1367.007299270073,861.4492753623189,730.5714285714287,742.0967741935484,645.3416149068323,576.271186440678,758.3908045977013,586.1052631578948,578.031746031746,1016.25,431.3725490196079,66.0377358490566
0710,522.0689655172414,504.85207100591714,523.4730538922156,495.67307692307685,500.42253521126764,546.1344537815127,488.1632653061225,468.01932367149766,546.0360360360362,674.9253731343282,490.5882352941177,515.1724137931035,569.2631578947369,470.2325581395349,575.4973821989529,892.0300751879698,499.7687861271676,500.34843205574913
0712,940.0,1097.3006134969328,832.1465968586388,915.7847533632288,775.679012345679,855.7466063348418,1060.0966183574878,765.4736842105265,752.3163841807909,712.6388888888888,773.76,725.7009345794393,646.4197530864197,782.8395061728395,775.5376344086021,1250.1538461538462,863.1794871794873,590.5785123966942
0713,637.8048780487803,525.3333333333334,589.3055555555555,499.09502262443436,495.80246913580254,500.28037383177565,531.3227513227513,438.5340314136126,456.4963503649635,417.73333333333335,414.6969696969697,436.125,468.88888888888886,609.4666666666667,547.1641791044776,702.5766871165645,561.8085106382979,410.990099009901
0714,410.60240963855415,354.88095238095235,357.8571428571428,385.37735849056605,441.31578947368416,354.1232227488152,450.752688172043,378.9944134078213,396.9620253164557,459.4117647058823,409.90099009900985,357.38562091503263,370.0671140939597,359.59183673469386,371.04247104247116,3011.1688311688317,364.4827586206897,358.94179894179894
0715,286.57894736842104,328.75,374.6774193548387,302.81553398058253,318.5034013605442,298.6387434554974,325.02732240437166,347.3684210526316,308.2014388489209,300.3125,292.1818181818182,294.53237410071944,293.112582781457,301.4492753623188,350.40752351097177,1196.8627450980389,291.9774011299436,286.5
0716,244.44444444444446,228.75675675675674,222.13740458015263,209.7737556561086,221.0975609756097,243.7558685446009,308.2119205298013,216.70588235294116,235.22012578616352,247.5,256.4406779661017,211.11111111111111,235.7264957264957,249.0909090909091,271.0175438596491,1172.9655172413793,324.31924882629113,324.97560975609764
0717,354.0425531914894,435.02762430939225,392.35294117647067,365.0961538461538,397.08860759493666,431.2299465240642,576.2765957446809,403.0687830687831,365.26315789473676,338.8888888888889,345.17241379310343,289.344262295082,343.1111111111111,313.71069182389937,346.0567823343848,1387.4125874125873,535.2941176470588,374.7643979057592
0718,321.875,450.6467661691542,384.4927536231884,283.801652892562,428.07228915662654,368.2296650717704,385.9119496855346,308.97297297297297,299.19075144508673,691.2,393.2710280373832,283.23076923076917,340.0,322.3376623376623,313.67088607594934,2224.575163398693,303.6046511627907,315.0892857142857
0719,332.27272727272725,321.50943396226415,340.9271523178808,291.87214611872145,256.4705882352941,274.3414634146341,388.2352941176471,257.46192893401013,320.6060606060606,304.6478873239437,324.1509433962264,260.45112781954884,384.24657534246575,274.01197604790417,292.71523178807945,1272.1739130434785,431.9191919191919,316.61835748792265
0720,250.63291139240508,240.42780748663105,247.2340425531915,243.6936936936937,241.63522012578616,337.69585253456216,271.1111111111111,247.93103448275863,258.2926829268293,248.8405797101449,206.5979381443299,238.88888888888889,309.23076923076917,264.25,272.078431372549,378.01324503311264,252.5,256.50485436893206
