0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
12260, 2220, 620, 580, 20, 0 
15620, 3100, 760, 900, 20, 0 
14040, 2960, 920, 780, 60, 40 
15640, 3540, 1180, 920, 120, 0 
15320, 2540, 940, 680, 140, 0 
15100, 3520, 960, 1000, 80, 0 
15300, 3500, 1000, 780, 80, 20 
14180, 2420, 820, 760, 20, 0 
13540, 2740, 700, 740, 120, 20 
15100, 3280, 1140, 900, 40, 20 
14400, 2720, 840, 640, 20, 20 
14760, 3240, 820, 880, 60, 0 
15180, 3460, 1060, 960, 100, 0 
14880, 2680, 840, 820, 40, 0 
14780, 2580, 660, 700, 120, 0 
15920, 3020, 820, 720, 100, 20 
13740, 2580, 880, 760, 100, 20 
14560, 2580, 940, 820, 80, 0 
15060, 3020, 1020, 900, 100, 100 
14440, 2660, 800, 740, 80, 0 
13980, 2780, 640, 680, 40, 0 
13460, 3080, 780, 660, 40, 20 
13800, 2460, 860, 760, 80, 0 
14140, 3100, 760, 780, 40, 40 
15360, 3060, 700, 740, 100, 20 
14120, 2820, 920, 600, 60, 0 
13480, 2580, 700, 700, 80, 0 
13220, 2220, 740, 720, 40, 0 
13580, 2500, 960, 640, 0, 0 
13900, 3100, 900, 680, 0, 20 
13320, 2620, 820, 800, 80, 40 
14660, 2780, 860, 720, 20, 0 
14120, 2580, 860, 540, 60, 20 
14560, 2540, 900, 600, 40, 0 
14520, 2420, 780, 580, 20, 20 
13480, 2740, 800, 720, 20, 20 
14040, 2720, 860, 620, 40, 0 
14020, 2300, 1100, 620, 40, 40 
13180, 2480, 840, 460, 40, 0 
13520, 2620, 780, 600, 0, 20 
14300, 2560, 860, 480, 120, 0 
14360, 2340, 940, 580, 80, 20 
14100, 2760, 920, 700, 60, 40 
14800, 2340, 620, 680, 40, 0 
13140, 2840, 560, 620, 20, 40 
14580, 2660, 780, 500, 80, 0 
14300, 3040, 640, 640, 40, 40 
14560, 2740, 920, 820, 40, 20 
14260, 2280, 860, 460, 100, 40 
12840, 2360, 740, 700, 40, 0 
14100, 2320, 780, 760, 40, 0 
14040, 2740, 500, 620, 140, 40 
13140, 2760, 900, 640, 60, 0 
13880, 2580, 840, 720, 60, 40 
13620, 2360, 760, 580, 60, 0 
13780, 2300, 600, 640, 40, 20 
13760, 2740, 760, 520, 80, 0 
13900, 2500, 900, 440, 40, 0 
14120, 2680, 780, 860, 20, 20 
14040, 2720, 500, 680, 20, 0 
14340, 2260, 740, 660, 40, 20 
14360, 2440, 620, 540, 100, 20 
15080, 2600, 720, 940, 140, 20 
16640, 2340, 840, 620, 40, 20 
15860, 2960, 700, 760, 20, 0 
15680, 2680, 560, 500, 60, 20 
15480, 2400, 960, 620, 60, 20 
16640, 2560, 540, 660, 20, 40 
16360, 2360, 980, 560, 80, 60 
15860, 2560, 800, 700, 40, 20 
16160, 2860, 780, 820, 0, 40 
15620, 2820, 1080, 660, 40, 20 
15860, 2900, 800, 900, 40, 0 
16100, 2580, 560, 640, 40, 40 
15920, 2820, 780, 700, 60, 20 
16140, 2500, 900, 560, 40, 20 
17320, 2820, 900, 560, 60, 20 
15660, 2600, 860, 660, 80, 0 
15680, 2900, 800, 580, 80, 0 
16860, 2560, 880, 680, 20, 40 
17220, 3560, 860, 820, 60, 20 
17080, 2440, 540, 620, 40, 0 
16640, 2980, 620, 660, 80, 0 
16140, 2720, 820, 700, 100, 20 
15540, 2740, 840, 720, 120, 20 
16360, 3100, 820, 760, 20, 20 
16220, 3020, 1080, 540, 0, 40 
15420, 2600, 780, 740, 80, 20 
15860, 2960, 760, 680, 100, 20 
15840, 2860, 980, 800, 40, 0 
16000, 2640, 700, 700, 40, 20 
16080, 2620, 760, 700, 20, 0 
15760, 2740, 780, 760, 40, 0 
15980, 2420, 660, 860, 60, 0 
14280, 2480, 480, 440, 40, 0 
14720, 2520, 900, 560, 0, 0 
14700, 2260, 960, 980, 40, 20 
15300, 2800, 560, 880, 40, 40 
13260, 2240, 800, 880, 40, 0 
14540, 2600, 880, 780, 100, 0 
13560, 2660, 860, 920, 60, 0 
14880, 2860, 920, 660, 80, 40 
14400, 2900, 880, 840, 140, 20 
13640, 2420, 780, 720, 40, 0 
14280, 2340, 980, 680, 40, 0 
14840, 2580, 760, 700, 20, 20 
14460, 2480, 780, 980, 140, 60 
14820, 2440, 980, 1020, 100, 100 
14220, 2320, 780, 660, 160, 60 
13580, 2860, 700, 620, 60, 20 
12720, 2100, 720, 540, 20, 0 
14200, 2320, 800, 460, 80, 20 
14240, 2360, 600, 580, 120, 0 
13940, 2780, 740, 620, 20, 20 
14840, 2420, 900, 780, 40, 20 
13960, 2540, 1020, 920, 80, 20 
14240, 2700, 760, 1020, 100, 20 
14220, 2520, 740, 660, 40, 20 
13420, 2720, 760, 620, 180, 60 
13540, 2960, 640, 940, 40, 0 
14580, 2920, 700, 760, 80, 0 
17000, 3700, 1260, 2240, 420, 100 
16860, 3400, 1420, 1900, 200, 60 
15560, 2840, 1200, 1400, 220, 160 
17520, 5540, 1920, 2680, 680, 200 
18760, 4260, 2120, 2560, 300, 160 
17540, 4140, 1500, 1920, 260, 160 
17640, 4040, 1400, 2540, 400, 40 
17420, 3560, 1200, 1940, 180, 40 
16760, 4180, 1460, 2080, 400, 200 
17700, 4600, 1680, 2260, 620, 60 
17760, 4520, 1680, 2320, 320, 160 
18400, 4320, 1860, 2480, 280, 100 
19200, , , , , 160 
, , , , ,  
, , , , ,  
