,0.3um,0.5um,1.0um,2.0um,5.0um,10.0um,Sample Number
0,26718.541666666668,1198.9473684210527,338.75,321.875,18.105263157894736,3.1914893617021276,48.5
1,25827.064676616916,1423.9195979899498,435.32338308457713,450.6467661691542,36.2,8.910891089108912,102.5
2,23306.956521739132,1330.2898550724638,387.57142857142856,384.4927536231884,35.0,5.179856115107913,71.0
3,21785.477178423236,1050.6666666666667,300.4938271604938,283.801652892562,19.42622950819672,2.3430962343096233,122.5
4,22096.746987951807,1455.5688622754492,419.03614457831327,428.0722891566265,36.626506024096386,8.55421686746988,85.5
5,20389.473684210527,1154.1232227488151,344.1904761904762,368.22966507177034,29.3719806763285,7.238095238095238,107.0
6,21465.732484076434,1246.4102564102564,365.66037735849056,385.9119496855346,38.25,8.050314465408805,81.0
7,20299.783783783783,996.7567567567568,308.5405405405405,308.97297297297297,22.82608695652174,5.869565217391305,93.5
8,19864.044943820223,1026.7045454545455,314.85714285714283,299.19075144508673,19.195402298850574,6.820809248554913,89.5
9,19219.84496124031,1364.0,483.52,691.2,133.96825396825398,40.0,65.0
10,20585.607476635512,1298.095238095238,379.6261682242991,393.2710280373832,40.37735849056604,14.392523364485982,54.0
11,23028.03149606299,1117.076923076923,298.29457364341084,283.2307692307692,17.8125,3.36,65.5
12,23933.384615384617,1201.8461538461538,329.4573643410853,340.0,38.15384615384615,10.307692307692308,66.5
13,21205.827814569537,1120.9032258064517,322.4516129032258,322.3376623376623,24.805194805194805,6.967741935483871,79.0
14,21313.714285714286,1093.7106918238994,318.1191222570533,313.67088607594934,30.282131661442005,6.920634920634921,162.0
15,28051.315789473683,4471.633986928105,1655.844155844156,2224.575163398693,390.39473684210526,133.33333333333334,79.5
16,21730.643274853803,1162.3391812865498,329.06976744186045,303.6046511627907,22.105263157894736,5.813953488372093,87.0
17,22233.66515837104,1236.3228699551569,345.68888888888887,315.0892857142857,28.482142857142858,6.2727272727272725,113.0
