,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0703,33890.0,32509.120879120877,31441.58139534884,33028.608695652176,32159.06976744186,33477.6,35117.90613718412,34298.73786407767,31128.17307692308,28398.56,28810.75,34591.26436781609,25291.590909090908,23804.79166666667,23805.222929936303,26296.027397260277,16508.366013071896,1294.2965779467681
0710,13749.137931034482,13777.882352941177,14033.827160493827,15215.023923444976,15328.0,14174.978723404256,13548.541666666664,13920.097087378641,14756.371681415927,15459.402985074626,14122.380952380952,15167.882352941177,26187.368421052633,13747.596899224805,14597.989417989418,15039.552238805969,13708.402366863906,12719.928571428569
0712,22055.0,24995.70552147239,19281.428571428565,23003.669724770643,16440.617283950618,17957.40740740741,20335.48076923077,16821.666666666668,15731.50837988827,15493.835616438357,16872.58064516129,18833.23809523809,18293.16455696203,17307.283950617282,20410.027855153203,26127.44186046512,19103.482587064682,17599.09836065574
0713,21391.666666666668,19652.538860103632,18592.76595744681,18502.396313364054,32528.343558282213,39709.09952606635,44906.20320855615,35791.07692307692,37805.58823529412,35625.13513513513,22738.625954198476,18117.75,19271.92660550459,17811.7880794702,19066.296296296296,24383.926380368102,19067.914438502678,18127.821782178216
0714,20975.0,18019.171597633136,15877.062937062938,18915.242718446603,18514.935064935064,17801.346153846152,25065.0,20743.75,19418.97435897436,20109.343065693432,21246.2,22751.27516778524,20293.733333333334,20883.265306122452,21262.384615384617,27628.645161290322,18805.380116959066,19159.679144385027
0715,21842.105263157893,21003.88571428572,21126.201550387595,21542.4,20348.05555555556,19782.539682539682,20639.016393442624,20348.88888888889,19003.714285714286,18854.728682170546,19536.146788990827,20990.144927536232,20293.16129032258,19941.285714285714,19982.600619195047,23043.137254901958,18707.709497206703,18905.74257425743
0716,12557.804878048779,11653.903743315508,10377.076923076924,10817.39534883721,10922.75,12831.804878048779,13534.557823129253,10925.411764705883,11683.827160493827,12058.59375,11812.166666666664,12746.518518518518,11702.542372881355,12011.818181818182,13477.79359430605,16216.0,13902.369668246443,12220.0
0717,30028.66666666667,28913.480662983424,26141.31386861314,22860.473933649293,20714.48717948718,23937.900552486193,23109.263157894737,19072.727272727272,18683.040935672518,18681.28,18473.217391304348,16140.983606557376,15469.696969696968,15810.128205128203,16435.9375,23354.60992907801,17217.1875,17568.865979381444
0718,26718.54166666667,25827.06467661692,23306.956521739125,21785.47717842324,22096.746987951807,20389.473684210527,21465.732484076434,20299.783783783783,19864.044943820223,19219.84496124031,20585.607476635512,23028.031496062988,23933.384615384613,21205.827814569537,21313.714285714286,28051.315789473683,21730.643274853803,22233.66515837104
0719,35155.05617977528,34946.31067961165,32106.797385620917,26718.623853211007,23445.866666666665,22756.585365853658,21256.042780748663,20656.75126903553,20103.8,20141.690140845072,21020.74074074074,20819.23076923077,26355.40540540541,25346.66666666667,20209.933333333334,27150.06289308176,21162.311557788944,19735.436893203885
0720,70291.85185185184,69289.19786096258,68535.94405594406,71744.932735426,74748.42767295598,81440.63063063064,86253.85474860335,86676.59090909091,88943.69047619047,83319.16666666669,86587.42268041238,91327.15083798883,93668.93333333332,96786.03773584904,95232.15686274509,97909.61038961039,94979.88439306358,97917.21153846152
