0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
14460, 1900, 680, 500, 0, 20 
15320, 2220, 560, 440, 20, 0 
15400, 2320, 500, 620, 0, 0 
15380, 1780, 440, 520, 40, 20 
15560, 2000, 560, 420, 20, 0 
15740, 2640, 960, 600, 100, 20 
15500, 1700, 580, 580, 40, 0 
15100, 2440, 720, 540, 60, 0 
16180, 2400, 580, 580, 80, 0 
15900, 2240, 720, 460, 40, 0 
14740, 2600, 600, 480, 20,  
15260, 2260, 880, 720, 100, 20 
16100, 2200, 480, 620, 60, 60 
15020, 2520, 720, 620, 60, 0 
16520, 2360, 740, 580, 40, 0 
15640, 2400, 920, 580, 160, 0 
15000, 2620, 780, 640, 60, 20 
14600, 2180, 360, 540, 0, 0 
13760, 2440, 540, 520, 60, 0 
15580, 2040, 640, 720, 20, 0 
15680, 2420, 580, 480, 20, 0 
15820, 2060, 580, 460, 20, 0 
16100, 2240, 460, 700, , 20 
15560, 2640, 920, , 160,  
15580, 2800, 600, 500, 20, 20 
15500, 2340, 600, 400, 60, 20 
15280, 2300, 560, 540, 20, 20 
14640, 1920, 660, 600, 40, 0 
14600, 2320, 520, 480, 20, 0 
15540, 2080, 620, 540, 0, 20 
16060, 2040, 460, 460, 60, 0 
14720, 2260, 560, 500, 20, 0 
15380, 2240, 720, 560, 60, 20 
16780, 2100, 600, 560, 20, 0 
14760, 1820, 480, 460, 100, 0 
15360, 2200, 760, 620, 60, 20 
14800, 2220, 840, 760, 20, 20 
15500, 2520, 500, 540, 40, 0 
