0.3um, 0.5um, 1.0um, 2.0um, 5.0um, 10.0um 
13340, 1920, 520, 240, 20, 0 
13680, 1580, 700, 540, 80, 20 
13640, 2000, 400, 380, 40, 0 
13860, 1800, 500, 720, 40, 0 
13580, 1840, 460, 600, 40, 0 
13220, 1880, 640, 840, 0, 0 
13600, 1840, 620, 600, 60, 0 
13880, 2040, 360, 460, 20, 0 
15180, 2040, 760, 460, 40, 20 
13180, 1760, 460, 380, 80, 0 
13960, 2280, 720, 740, 40, 20 
13860, 2040, 440, 440, 20, 0 
14320, 1800, 400, 380, 40, 0 
13900, 2160, 660, 460, 40, 0 
14460, 2160, 440, 440, 40, 0 
13620, 1940, 540, 520, 20, 0 
14060, 2060, 520, 500, 0, 0 
14500, 2060, 560, 680, 20, 0 
14240, 1880, 540, 380, 20, 20 
13960, 1820, 440, 560, 20, 20 
13240, 2120, 720, 500, 20, 0 
13800, 1860, 540, 720, 20, 20 
14560, 2300, 600, 580, 0, 0 
13620, 2020, 620, 440, 0, 0 
14240, 2140, 840, 520, 20, 0 
14260, 1980, 520, 500, 20, 0 
14740, 1840, 520, 400, 0, 0 
13420, 1840, 640, 480, 0, 20 
14560, 2100, 640, 580, 60, 0 
14160, 2100, 700, 520, 0, 0 
14860, 1840, 700, 500, 0, 0 
14540, 2120, 540, 540, 0, 0 
14360, 1900, 340, 420, 20, 20 
14460, 1880, 660, 640, 20, 0 
14540, 1900, 640, 420, 20, 0 
14940, 2180, 600, 500, 40, 20 
14840, 2180, 680, 620, 20, 20 
15080, 2400, 680, 420, 100, 0 
15100, 2040, 580, 340, 60, 20 
14860, 1900, 680, 360, 80, 0 
14980, 1940, 600, 640, 40, 0 
14260, 1740, 520, 480, 0, 20 
14220, 1940, 540, 440, 20, 0 
14780, 1820, 640, 560, 40, 0 
14180, 1900, 620, 360, 40, 0 
14600, 1820, 460, 500, 20, 20 
14220, 1820, 520, 460, 40, 0 
15120, 2260, 520, 660, 20, 0 
14120, 1820, 460, 480, 20, 0 
14320, 1960, 440, 540, 20, 20 
14420, 1680, 560, 420, 20, 0 
13500, 1840, 420, 480, 0, 0 
14260, 1980, 500, 520, 40, 20 
13360, 2200, 520, 460, 20, 20 
13580, 2300, 540, 680, 20, 0 
14980, 1720, 680, 520, 60, 20 
14240, 1860, 740, 520, 100, 20 
15540, 2020, 660, 280, 40, 0 
14060, 2060, 480, 320, 20, 60 
15260, 2000, 620, 320, 20, 20 
15120, 2300, 680, 700, 20, 20 
14160, 1920, 640, 540, 0, 0 
12880, 1840, 460, 620, 60, 0 
14040, 2000, 680, 600, 0, 20 
14260, 1980, 580, 340, 60, 0 
14600, 1940, 680, 440, 60, 20 
14200, 1740, 820, 540, 100, 40 
15240, 2220, 740, 640, 100, 0 
14920, 1800, 560, 400, 0, 0 
14880, 1940, 660, 480, 20, 0 
14600, 2120, 480, 460, 20, 0 
13700, 1940, 360, 480, 0, 0 
14340, 2060, 760, 480, 40, 0 
15260, 2180, 460, 360, 20, 0 
13620, 1920, 700, 360, 20, 0 
13860, 1880, 480, 460, 40, 20 
14500, 1880, 660, 480, 20, 0 
13520, 1960, 620, 520, 0, 0 
15780, 2340, 720, 720, 20, 40 
15460, 1980, 420, 560, 80, 0 
14000, 2080, 540, 440, 0, 0 
14640, 2000, 440, 480, 20, 0 
14820, 2360, 400, 320, 0, 0 
14780, 2340, 420, 540, 60, 0 
14620, 2240, 700, 440, 60, 20 
14520, 1960, 480, 440, 0, 40 
13640, 2140, 600, 480, 40, 0 
15420, 1900, 660, 520, 20, 40 
15360, 1760, 420, 800, 40, 0 
15100, 2100, 520, 520, 20, 20 
14480, 2080, 500, 560, 20, 0 
14680, 2000, 660, 460, 20, 20 
14560, 2060, 760, 540, 100, 20 
14480, 1900, 600, 360, 20, 0 
14860, 1940, 380, 540, 40, 20 
14980, 2120, 820, 640, 80, 20 
13420, 2220, 780, 920, 40, 40 
14280, 2100, 640, 660, 0, 0 
13480, 1860, 600, 580, 0, 0 
14760, 1720, 800, 700, 60, 0 
13880, 1580, 600, 400, 140, 0 
14360, 2280, 660, 480, 40, 0 
14560, 1940, 560, 520, 20, 0 
15020, 1820, 660, 940, , 60 
14960, 2160, 440, 540, 60, 40 
13940, 1740, 560, 500, 60, 40 
14900, 2180, 880, 540, 40, 0 
14320, 2140, 740, 440, 40, 20 
15820, 2420, 500, 700, 80, 20 
14500, 2040, 860, 520, 20, 40 
15800, 2300, 660, 580, 40, 20 
15040, 2220, 540, 500, 80, 40 
15520, 2340, 680, 620, 40, 20 
15620, 2520, 820, 860, 80, 0 
15060, 2640, 820, 780, 160, 20 
14280, 2200, 680, 900, , 60 
15640, 2300, 680, , 160,  
14920, 2540, 880, 1000, 40, 60 
15140, 2220, 680, 740, 100, 60 
15060, 1900, 760, 940, 100, 40 
15460, 2340, 680, 660, 140, 20 
15020, 2320, 880, 740, 20, 40 
15200, 2280, 660, 600, 100, 40 
13740, 2120, 560, 640, 40, 20 
14660, 2720, 840, 680, 40, 20 
15600, 2220, 480, 820, 160, 40 
15240, 2580, 640, , , 40 
15040, 2820, 920, 820, 80,  
14680, 1980, 760, 480, 20, 0 
14820, 2040, 700, 600, 60, 0 
14840, 2160, 580, 800, 160, 0 
15220, 2280, 600, 780, 40, 40 
15380, 2620, 740, 740, 100,  
14540, 2380, 820, 740, 160, 20 
14740, 2240, 560, 560, 0, 0 
14500, 2580, 660, 780, 100, 40 
14540, 2300, 800, 880, 40, 20 
15000, 2520, 660, 760, 120, 40 
14460, 2180, 580, 660, 40, 0 
14520, 1780, 600, 460, 20, 0 
14040, 2000, 580, 640, 20, 0 
14760, 1940, 740, 600, 0, 0 
14740, 2100, 600, 660, 60, 60 
14780, 2700, 640, 520, 40, 0 
14400, 2580, 560, 520, 0, 0 
15260, 2220, 580, 400, 40, 0 
15140, 2300, 460, 560, 80, 0 
14960, 2060, 600, 540, 20, 0 
13980, 1980, 820, 440, 40, 0 
13880, 2120, 620, 560, 0, 0 
13380, 2280, 680, 440, 40, 0 
13900, 1860, 440, 400, 20, 0 
14540, 2180, 660, 420, 0, 0 
14760, 2040, 660, 380, 20, 0 
14220, 2220, 460, 620, 100, 40 
14880, 2220, 560, 480, 0, 0 
14700, 1780, 440, 440, 40, 20 
13560, 1780, 460, 580, 0, 0 
15720, 2000, 580, 280, 20, 0 
13720, 2080, 560, 520, 40, 0 
14400, 1900, 460, 340, 40, 0 
16260, 2320, 760, 520, 20, 0 
15920, 2260, 720, 460, 40, 0 
15940, 2340, 460, 700, 40, 0 
15200, 2180, 640, 520, 60, 0 
14340, 2300, 600, 440, 20, 0 
16060, 2360, 620, 680, 100, 0 
15300, 2300, 680, 460, 20, 0 
14840, 2120, 560, 460, 0, 0 
15180, 1900, 820, 500, 60, 0 
15400, 1840, 600, 620, 60, 0 
14600, 2520, 660, 520, 20, 0 
14840, 2160, 420, 780, 0, 0 
15360, 2180, 720, 560, 60, 0 
14780, 2300, 580, 580, 40, 0 
14740, 2060, 400, 460, 60, 0 
16000, 1920, 660, 380, 0, 0 
15420, 2040, 560, 400, 20, 20 
16920, 2560, 500, 480, 80, 0 
15480, 2480, 720, 480, 20, 0 
15740, 2480, 560, 480, 20, 20 
15900, 2200, 740, 520, 20, 0 
14780, 2160, 580, 580, 20, 20 
15840, 2200, 660, 660, 60, 0 
15020, 2200, 540, 580, 40, 0 
14960, 1800, 620, 520, 40, 60 
15360, 2380, 620, 540, 60, 0 
15300, 2180, 480, 540, 40, 0 
